seqnames	start	end	width	strand	Conc	Conc_SPS	Conc_SIR	Fold	p.value	FDR
XIV	547426	547826	401	*	7.887193468610843	7.537590351308739	8.054514716301899	-0.20849411246570002	0.025865810982740097	1
VII	534793	535193	401	*	6.181771695379248	5.828255160183482	6.350652799906013	-0.20561152352980247	0.026165809327867853	1
VII	677642	678042	401	*	7.464645004321813	7.125654216332181	7.62770632410698	-0.20828480773870064	0.026347562922124923	1
XI	92282	92682	401	*	8.683478747751899	8.983792154080986	8.478854441181483	0.2085936187785865	0.026359866378912748	1
V	434411	434811	401	*	6.411413070461429	6.091153878736302	6.566847035281384	-0.20929455758467022	0.0268368341518304	1
XII	588930	589330	401	*	6.494863345775995	6.174828462943686	6.650205126039257	-0.21024239439405693	0.02695355873011247	1
IV	421660	422060	401	*	5.9506294409729055	5.579515217563524	6.126452294892345	-0.20244714072896583	0.02701351404983547	1
V	467838	468238	401	*	8.868240387282231	9.10253020998001	8.715020759758824	0.21065837180678237	0.02710816867056214	1
VIII	358375	358775	401	*	5.6534196251511615	5.373152183670709	5.792093050732946	-0.20925938824623955	0.02785496638945485	1
VII	95345	95745	401	*	6.734564806807817	6.519434323738282	6.844474929757331	-0.20608961327183647	0.027932546878817913	1
XV	94417	94817	401	*	6.072300742797177	5.804376682696058	6.205666054565997	-0.20935715093233312	0.028148343669291302	1
IV	258487	258887	401	*	5.87578392423172	5.440937074961186	6.075787941103148	-0.19261404354309422	0.028215861764848044	1
VIII	521847	522247	401	*	6.39739245231644	6.132202817269283	6.529573038461182	-0.20894051072885772	0.028587275218771798	1
XIII	362835	363235	401	*	7.1485417685057575	6.809720190489772	7.311534808699881	-0.204587033725524	0.028635069634839912	1
XVI	695039	695439	401	*	6.905950566869844	6.709010941913232	7.007485995834241	-0.20342271197581882	0.02894908429596482	1
IV	1362356	1362756	401	*	7.58998192582258	7.39947792090404	7.688517343503053	-0.19799059722667628	0.029251976127291843	1
X	578882	579282	401	*	7.506889284651905	7.834955077228874	7.279362093006187	0.1976704238930704	0.029490271013408807	1
XI	258604	259004	401	*	8.973131446206903	9.143847544894607	8.865668305354244	0.19379312297524903	0.0298448287699891	1
IV	98089	98489	401	*	6.851764511961452	6.503184642178092	7.018676924274554	-0.19999846423607817	0.03055422865777349	1
VII	277065	277465	401	*	7.082047845950339	6.880096391621944	7.1859060357237565	-0.19893174143080414	0.031174386899095873	1
IV	117248	117648	401	*	6.987878617451681	6.727289175159471	7.118058829332104	-0.2058035591019064	0.03120661245471254	1
XV	300943	301343	401	*	6.480099458339745	6.181842256294103	6.626394043374274	-0.2054173703071876	0.031464510072662065	1
VI	191419	191819	401	*	6.289638768826291	6.031662421387366	6.4186786029425615	-0.20507760834772643	0.031783820538948654	1
III	163491	163891	401	*	8.121666099331621	8.279882991628485	8.02280120550743	0.17942331610879048	0.03280224454928654	1
VII	1011163	1011563	401	*	6.807205738118559	6.583346755756209	6.921079961594141	-0.20270117485788008	0.03329970365021867	1
V	53279	53679	401	*	8.134130253435943	7.917390326130301	8.244773940829509	-0.1985368577396014	0.03465962261923805	1
VIII	18045	18445	401	*	8.267861692329516	8.583427949363845	8.050749456250616	0.19482346743325077	0.034710937778166875	1
XIII	347069	347469	401	*	8.747773046253515	8.94609577513476	8.620865220419782	0.1981357077069273	0.03484916731962042	1
XV	925108	925508	401	*	6.9297630822062555	6.7226537454420745	7.035999433834791	-0.1988851458673046	0.03531528192743922	1
X	378390	378790	401	*	6.456034482049987	6.196366132037648	6.585813059623454	-0.20032853931723124	0.03589927913136079	1
III	295302	295702	401	*	7.328882217117789	7.064436791486495	7.460739807079458	-0.20017773749569873	0.03590432242608793	1
II	624899	625299	401	*	8.63502944530905	8.816479833633453	8.520080845800274	0.19095651986454698	0.036353211421953094	1
X	617783	618183	401	*	6.4617517269629925	6.253797842589378	6.568376295183228	-0.19746830458459655	0.036449186926578135	1
II	373077	373477	401	*	8.086017483837713	8.387678316759786	7.880299634251596	0.19386826713229646	0.03689015736112317	1
I	71014	71414	401	*	8.243451680911214	8.406566300139174	8.1412325944877	0.18678530497246712	0.037206709107864604	1
V	18808	19208	401	*	7.410049948297248	7.218301843464022	7.509166843470563	-0.19335835103693144	0.03749652366728927	1
XIII	872704	873104	401	*	8.228156875367063	8.50006904883839	8.046159341958097	0.19675479505643262	0.03811428426772434	1
XVI	264621	265021	401	*	5.834807302824263	5.548807807160893	5.97592375521248	-0.1944554555695219	0.03849308390269107	1
VI	157752	158152	401	*	5.96765098625486	5.723006605736673	6.09082615378707	-0.19718832232497735	0.038995506731973134	1
X	549713	550113	401	*	7.1734803363264135	6.812136561199243	7.345463632644314	-0.1908498342356301	0.039124434137218486	1
XVI	769115	769515	401	*	5.517032276649698	5.2346853965985405	5.656593568764258	-0.19283488280802713	0.039868214712553425	1
X	402411	402811	401	*	6.9216209840400635	6.6957225462067536	7.036416426238959	-0.19455568616847096	0.040466026588840354	1
IV	1301190	1301590	401	*	7.52878088852187	7.258403233175309	7.663206517672475	-0.19495969739488167	0.04064261345845611	1
II	697462	697862	401	*	6.854242713805795	6.634633944178708	6.966191033805332	-0.19352192688326317	0.04147827700519493	1
XI	308584	308984	401	*	7.919198513457902	7.6916587762862445	8.034733956587186	-0.19157890333162034	0.04302243136131208	1
II	332440	332840	401	*	6.546451279392596	6.295418900273111	6.672446234693866	-0.1928813228105537	0.04312055894567545	1
XVI	328999	329399	401	*	6.738730148281994	6.560966419333173	6.831268309394077	-0.18006622302432373	0.04314281564961627	1
IV	1289012	1289412	401	*	6.693639935251119	6.335174066621338	6.8644853536193695	-0.17950327254182274	0.04402580296536516	1
XI	589903	590303	401	*	6.760463086435162	6.526877073296809	6.878714064951031	-0.19020615155968995	0.04580138192043306	1
XIV	273803	274203	401	*	9.118405019242283	9.325599243175697	8.985112212887808	0.18915488994265592	0.04655470419139853	1
IX	232485	232885	401	*	7.6612667783394945	7.469204633704755	7.760530335719092	-0.18480940938222853	0.04768573823198098	1
XII	-93	307	401	*	8.290030459310442	8.64076795251212	8.043182789111716	0.1696304106792772	0.04855663202206855	1
XI	260554	260954	401	*	8.466098736798703	8.71578973990291	8.301258309216202	0.18779137096992718	0.04863290642457544	1
IV	1174181	1174581	401	*	5.783483198631945	5.497399819553121	5.924635299856099	-0.1863155976904977	0.048740754374424815	1
XIV	335778	336178	401	*	8.973679745260915	9.224036504186234	8.808332046861505	0.18693831065284752	0.04904552851267182	1
IX	415636	416036	401	*	6.834722938018834	6.618645563025729	6.945064786660982	-0.18721146634207622	0.04950471066680003	1
II	415307	415707	401	*	9.017677586626474	9.17402054808515	8.920090985764384	0.17411766325001812	0.050328684192734105	1
III	316023	316423	401	*	8.930555320723602	8.445205830877219	9.148708353887471	-0.15471732657171802	0.050421960216381054	1
V	211882	212282	401	*	7.006829739167894	6.748537994578038	7.136007372905943	-0.1866299688356724	0.050596905563991955	1
IV	132846	133246	401	*	8.822982824000551	9.036012624472296	8.68545301491087	0.18633286682034464	0.05081463141633139	1
VIII	315994	316394	401	*	6.182133971089567	5.8597195315747586	6.3384526515892965	-0.18160731218921022	0.050879482916562656	1
XV	673706	674106	401	*	6.696532040878698	6.503072264105716	6.7964477498298645	-0.17999887804097728	0.05154312521036592	1
XIII	91594	91994	401	*	8.159063655293606	8.32015434330525	8.058232978172626	0.17642418978798813	0.05442405962665013	1
VII	67173	67573	401	*	7.316303454127844	7.08079136575667	7.43541602561994	-0.1811819741919688	0.05787263584431808	1
XVI	653769	654169	401	*	6.581038906902514	6.416742785093502	6.667151984456707	-0.17780703683825844	0.0580204627081676	1
XII	809098	809498	401	*	9.039564638586825	9.20705208051916	8.934334566510152	0.1732845763095614	0.05873507371912031	1
XV	92863	93263	401	*	6.6864690111205904	6.436515385321488	6.811989045371768	-0.1797276791325335	0.05927454244233489	1
XVI	789562	789962	401	*	6.739572643416215	6.45563429839565	6.879812217709778	-0.17453610279809173	0.059711322233669706	1
VI	269842	270242	401	*	7.813198745751951	7.190139860847085	8.076718914973215	-0.12443793221926921	0.060647983188858653	1
II	375870	376270	401	*	8.979290394185051	9.185888538882525	8.846428717732556	0.17891466652417004	0.060994188722438315	1
VII	84238	84638	401	*	6.594516758601265	6.418259218787442	6.686340741333301	-0.17564155248736116	0.06153583597694238	1
V	558918	559318	401	*	6.768513631062584	6.460514900154551	6.918879087261617	-0.17269010999283027	0.06355816484676804	1
XVI	794552	794952	401	*	7.419595149239637	7.177652936983204	7.541572096284233	-0.17571420812868194	0.06477829744055817	1
IV	1150676	1151076	401	*	5.957897885752141	5.70677019083307	6.083934779240345	-0.17378860642740412	0.06527666372947616	1
XIV	725999	726399	401	*	5.809738431622816	5.598172684812276	5.918019542859056	-0.1760073960999887	0.06534255147134548	1
XV	796851	797251	401	*	7.313135749274519	7.138606737332217	7.404138772919096	-0.1675570549557771	0.06565365190398621	1
XV	241128	241528	401	*	7.195918090816867	6.96966741912524	7.310872445142462	-0.17350761939109074	0.06815478797842509	1
XIII	777464	777864	401	*	7.7414513999561585	8.09377895356061	7.4932274297247154	0.14983323421395536	0.06819383591030288	1
V	284548	284948	401	*	8.06616806132625	8.275975491818377	7.930981556253964	0.17339988127620545	0.0694879948060965	1
XV	464270	464670	401	*	7.200196824344441	7.028311444424942	7.289941452338914	-0.1664300698260569	0.07019606045508718	1
II	702776	703176	401	*	6.686246153336583	7.053939321413288	6.4245749431798425	0.14338406013582536	0.07078683598911677	1
XII	628242	628642	401	*	6.726425736213358	6.49225002844511	6.8449406802177375	-0.17224232975614817	0.07112537311523555	1
XII	426928	427328	401	*	6.473187094924564	6.113197855506666	6.644635224143378	-0.1564141574451289	0.07162679494149267	1
VIII	556471	556871	401	*	8.962967163576065	8.363764492086196	9.219033258683405	-0.11834690751034693	0.0726420212683362	1
XV	288317	288717	401	*	6.280405841993239	6.085555135851935	6.380969655859454	-0.17119700888331577	0.07309000158808404	1
XV	83082	83482	401	*	8.824859881018076	8.959235575900582	8.74205244164237	0.15553357380308344	0.07377155347610106	1
XVI	339418	339818	401	*	9.017508066820394	9.148231811682034	8.937121385835683	0.15478689549184643	0.07451640057325384	1
VIII	466809	467209	401	*	6.532282279759188	6.272934070122784	6.661921176631731	-0.16679204234384262	0.0755604175245427	1
II	269901	270301	401	*	6.470891193441199	6.203402236761111	6.604068206153411	-0.1667551261719518	0.07701465681475626	1
V	305890	306290	401	*	8.021674171343918	7.826364200104099	8.122451779183336	-0.16726097736015802	0.07814411660449146	1
XIV	783697	784097	401	*	9.17771773868459	8.60902484457363	9.42401124105606	-0.1182559870249992	0.07884426134943386	1
X	73369	73769	401	*	6.251900679261106	6.02780239634401	6.36588309234018	-0.16570019444323858	0.07962466993990791	1
XV	571770	572170	401	*	5.704900465680618	5.459811215728198	5.8282725910192275	-0.1617114655373727	0.07968176242479597	1
I	220093	220493	401	*	3.4467902242053894	2.8778489949062274	3.6931643786146173	-0.11178366980322398	0.07973549495176008	1
VII	185579	185979	401	*	6.272509240230329	6.022201442290518	6.398185255132569	-0.16446385695672888	0.07987604102292423	1
II	554692	555092	401	*	8.704097511394624	9.228122726923223	8.288552461954886	0.1056677293976409	0.07998464978593683	1
VIII	540698	541098	401	*	3.2946415305918637	2.7889505630937417	3.5198650022064673	-0.11442547721134612	0.0802204863288941	1
XIII	517421	517821	401	*	5.845893959924163	5.532277360160177	5.998589417257144	-0.15474327805991925	0.08083065736404309	1
XIV	310129	310529	401	*	7.631904289130383	7.496378487517131	7.703990097500907	-0.15176945889177576	0.08131719453818749	1
XIII	379157	379557	401	*	7.408931610262555	7.272163660376786	7.481631687720631	-0.15080390359607032	0.08263269954583273	1
XV	228194	228594	401	*	6.2506160164887445	6.0648753367635955	6.34691829456425	-0.16493275576922384	0.08364938335772763	1
IV	491087	491487	401	*	7.929066545990412	7.800478844054723	7.997706726374625	-0.14678376806793605	0.08465131618775965	1
XV	69042	69442	401	*	6.6507942020937385	6.425086132616267	6.765503735183145	-0.16460893390543163	0.08486019105422382	1
VII	976862	977262	401	*	8.96688795855547	9.114283168314133	8.875366723061704	0.1583063092554046	0.08540169794192004	1
IV	1062929	1063329	401	*	5.670389351650322	5.425075892525944	5.7938607082973	-0.16030600687535734	0.08576820268281653	1
XI	514395	514795	401	*	8.086317585728215	8.327993315931094	7.927552155602044	0.16153843620020286	0.08602913508301241	1
XVI	406245	406645	401	*	6.821274162541973	6.58749460490148	6.939611794761314	-0.16201460030041628	0.08630337291861757	1
IV	519562	519962	401	*	6.529182684045334	6.385588603165045	6.605244371365898	-0.1572036071273475	0.08853754519926611	1
IX	210454	210854	401	*	5.790479585172659	5.482121268021702	5.940994564034465	-0.14858647489790525	0.08899240235295432	1
IX	316296	316696	401	*	8.264465647092308	8.085187979559588	8.357720554564123	-0.16030423848613912	0.0892211160467744	1
VII	876247	876647	401	*	6.15683608820678	5.94438777350537	6.26552106140848	-0.16120761611844528	0.0898662003523758	1
IX	197496	197896	401	*	7.632696583678829	7.5150284186054215	7.695863292939248	-0.1430781253354436	0.09012396393455338	1
XVI	880146	880546	401	*	6.055766087515121	5.799187667365282	6.184194634173222	-0.15655885552303667	0.09014554543588693	1
VIII	562258	562658	401	*	4.469103244400478	4.7897421237005595	4.247784290036425	0.13708288478481778	0.09053596126134238	1
IV	321768	322168	401	*	7.888570696542957	7.724119872649273	7.974758083362489	-0.15720096873603645	0.09080552708477042	1
I	45268	45668	401	*	9.104465220030185	9.272143354996803	8.999103491712495	0.15996847166734465	0.09112465906380424	1
IV	359461	359861	401	*	6.155015746344608	5.986807010359072	6.243004583425013	-0.15866533707060923	0.09125592227298061	1
IX	102266	102666	401	*	6.8265735140795725	6.5701570078170155	6.954931203789856	-0.15750745361420165	0.09496284197416131	1
XV	438497	438897	401	*	6.147255857972577	5.973430050219253	6.23792448146121	-0.15904351032172578	0.09593208651149882	1
XI	393411	393811	401	*	6.7275262776179385	6.567093698464615	6.811779716765935	-0.15798196614099533	0.09618247948667565	1
IV	217185	217585	401	*	6.713576576676925	6.549313547930627	6.79967375684922	-0.1542209147162261	0.09643731365328842	1
I	92484	92884	401	*	6.747420386422182	6.550506348018578	6.8489439268217644	-0.158705226471092	0.09647161577491166	1
XI	146815	147215	401	*	7.117738239001666	6.944869389304965	7.207951406212432	-0.15816516208111986	0.09662866327539509	1
XIII	101425	101825	401	*	6.74285194235756	6.535456947246528	6.849219640833612	-0.15848908569098255	0.09686786509435075	1
XIII	551241	551641	401	*	9.080949996464842	9.24608622157858	8.97734081216383	0.15567439400587768	0.0976698289111513	1
X	159896	160296	401	*	8.94236160132411	9.092497069339197	8.848989540113744	0.15439270949715034	0.09821685490277693	1
II	338497	338897	401	*	7.937280738753116	8.217970026328954	7.74837579679804	0.14527800163438132	0.09904252500367355	1
XII	322993	323393	401	*	7.246407387089781	6.970484558928401	7.383219867933225	-0.15322509621626432	0.09944141577953038	1
XIII	436190	436590	401	*	6.841542442240756	6.603967264482729	6.961576053135338	-0.15628384345695137	0.10062635840222624	1
XV	304596	304996	401	*	8.965847714155853	9.222232195096057	8.795888367303439	0.14892191136579983	0.10091942194867982	1
II	45176	45576	401	*	8.925073025765023	9.045733419036273	8.85130462014395	0.14101650189738552	0.10132859629444887	1
IV	1278526	1278926	401	*	8.82507697205348	9.075514911984403	8.659667389790155	0.1499797274583224	0.10243219684899203	1
XVI	381358	381758	401	*	6.7777648571008555	6.604341435930619	6.868242022346567	-0.15290040587970255	0.10315006327171677	1
XIV	96118	96518	401	*	7.24471695454792	7.042834674530441	7.348543165375593	-0.15532422030282717	0.10387866737397156	1
XV	733573	733973	401	*	7.549873649187522	7.3588365616408025	7.648658313440596	-0.15530065010709576	0.10392500834795723	1
XIV	633163	633563	401	*	6.663114035533951	7.106646444373052	6.330916633004963	0.10703126089245843	0.10413030981156673	1
XV	1003717	1004117	401	*	6.541663078253792	6.738876881933431	6.415548633860398	0.15468278261927032	0.10526610884413638	1
XVI	840513	840913	401	*	8.516297044652987	8.662075766176065	8.425864860375034	0.15091846193851655	0.10561561327184381	1
XVI	6704	7104	401	*	2.602567275510373	1.6941575991216593	2.9439694478700584	-0.06835420352607456	0.1061360127514651	1
XV	606196	606596	401	*	7.316258403824436	7.208084162202591	7.374615341428533	-0.13487597367959664	0.10642252019580183	1
IX	324187	324587	401	*	6.350544234378642	6.146433056573462	6.455399727040282	-0.1525390185626219	0.10748188091426901	1
XIV	426998	427398	401	*	8.8366980581308745	9.091063889232673	8.668286915947196	0.14556447487169571	0.10775829745803293	1
XI	127020	127420	401	*	7.223721947504631	7.077087735985149	7.301273165672981	-0.14870378805344925	0.10937129158765271	1
I	20767	21167	401	*	7.156224312645548	7.351811136653621	7.031272001127617	0.1527778948407535	0.10955531567403838	1
XIII	756461	756861	401	*	8.66334962960837	8.875675740269493	8.526332314913258	0.15022000503644603	0.11124496057932139	1
XV	710025	710425	401	*	6.240070262650272	5.976084317423819	6.371728313035887	-0.14329268894981423	0.11173562660254391	1
XIII	146007	146407	401	*	8.424704837659844	8.262816130804026	8.509660020967178	-0.14943896628198136	0.11199773069450154	1
XVI	309795	310195	401	*	6.618812651436415	6.431365306365603	6.715916292822395	-0.15142919593680482	0.1125159045066406	1
III	299004	299404	401	*	7.521220190482355	7.1681048151045585	7.689941667981919	-0.13095984469024854	0.11301074957688761	1
XI	216759	217159	401	*	8.016330306647735	7.873160540669076	8.092183726002641	-0.14405484279286362	0.11460858811054446	1
XII	1051962	1052362	401	*	5.9741954862266535	5.774691657358569	6.076920785330773	-0.1482655278040362	0.11658895535769513	1
IV	569770	570170	401	*	6.426044233701606	6.197154948002397	6.5421872239660726	-0.14981272069172585	0.11678769527195038	1
VIII	4909	5309	401	*	8.716314741410825	8.462279170994442	8.843629161636784	-0.14573701138834014	0.11692517476383742	1
II	227012	227412	401	*	6.9956853134391	6.832839831794772	7.08110101933873	-0.14694925711693987	0.11713935059652722	1
II	605848	606248	401	*	7.966423937793566	7.814882475329484	8.046369655822996	-0.14615479124530598	0.1172565826976753	1
XIV	374727	375127	401	*	6.3000234659707095	6.105794918967303	6.400297497395318	-0.14927842828592905	0.11757176069452824	1
VII	993879	994279	401	*	8.235001238914702	8.470703058501407	8.080725233765362	0.14368632235016943	0.11813190411434576	1
XVI	22478	22878	401	*	6.2686244123783394	6.013329343195617	6.39649102349303	-0.13836389633133994	0.11837942534780471	1
I	68370	68770	401	*	8.889256822296515	9.0883138142757	8.761823091241482	0.14838080482635924	0.1185884764103979	1
X	538389	538789	401	*	6.225708796048828	5.994199253629171	6.343029037660314	-0.1445380766510891	0.11956656721857394	1
XVI	942437	942837	401	*	7.066184496339126	6.811403178511894	7.193825951730184	-0.14284307898951368	0.12087385113808072	1
XII	92364	92764	401	*	6.731123585059973	6.53401570074025	6.8327371865523014	-0.1472479012872361	0.12315258166487016	1
IV	1434314	1434714	401	*	7.586176900084754	7.475350960242962	7.645882034108396	-0.13294711312550928	0.1281443436819398	1
II	-78	322	401	*	5.939020061250678	6.169151020792342	5.788901391874494	0.14177845297758632	0.1314450358978263	1
VI	176603	177003	401	*	7.642635351027623	7.5229899525695805	7.706797776816765	-0.13520528265870022	0.1324880587176011	1
IV	94125	94525	401	*	7.28415339487002	7.872960190690051	6.794099850863211	0.07163745833293217	0.1328362999385685	1
XII	84077	84477	401	*	8.728750919823964	8.860028543641787	8.64799774564159	0.13734885897007507	0.13297988027324562	1
XIV	480772	481172	401	*	8.669124240428335	8.960643837779104	8.47159162162008	0.12399607805522608	0.13426107128297737	1
IV	542146	542546	401	*	8.346335208963035	8.544518584075947	8.219527141381402	0.14069125984905415	0.13551801864399304	1
III	157455	157855	401	*	7.504535197420365	7.752521386183218	7.340991870298789	0.13231289060834778	0.13815140696036946	1
V	280847	281247	401	*	8.155308227257569	8.300667567785087	8.065158252503812	0.1399895280272135	0.14009860015174444	1
XV	274463	274863	401	*	7.0390793345794185	6.869368672614248	7.127786219206015	-0.13820296716783195	0.14284853777738288	1
XIII	880676	881076	401	*	8.006578308738103	8.169250940748583	7.904662704261615	0.13910977107141478	0.14494411879261176	1
XIV	568028	568428	401	*	7.0642647435329895	6.9303211271691705	7.135566981436935	-0.13018285550966346	0.1473657703666503	1
IV	1450810	1451210	401	*	6.24542510798604	6.081709766609498	6.331259109424015	-0.13781428406288085	0.14775936785075683	1
XIV	116171	116571	401	*	7.760027827418007	8.085979337407487	7.5342739675855395	0.11088516499023114	0.1485974426866028	1
VII	205779	206179	401	*	5.548689107039553	6.03766561082734	5.170603197817183	0.08146020753739806	0.14919970058081938	1
II	347407	347807	401	*	6.3750004701818845	6.224232848091438	6.454569395977988	-0.13758749819846028	0.14965745769424793	1
IV	765246	765646	401	*	7.692485252214821	7.530478248709497	7.777497399538349	-0.13707923697061125	0.14974299110062916	1
XIV	662125	662525	401	*	8.150828499890286	8.307820583515271	8.052799419573276	0.13715697418519546	0.14981208326560086	1
XVI	29710	30110	401	*	6.167369527802719	6.014271217842768	6.248072384044547	-0.1371517311971226	0.14994214296196282	1
IX	257138	257538	401	*	8.534617244988063	8.624926641420384	8.480354663886263	0.11275608707360495	0.15258271938310583	1
XVI	870165	870565	401	*	4.36150312816126	4.066790331465409	4.506306842815318	-0.10986424506221919	0.156348232682073	1
I	141606	142006	401	*	7.901716311966468	8.171953689149118	7.721028307803206	0.11790152135300576	0.15885155617455257	1
X	609022	609422	401	*	8.425939096208541	8.550788689285607	8.349424909988214	0.12902745743815802	0.15946776059539303	1
IV	106740	107140	401	*	5.834091343083474	5.6577762558814975	5.92594263282979	-0.13089666653641735	0.16229614090946448	1
VII	930834	931234	401	*	5.8742477657498435	5.668482276895468	5.979865701000363	-0.12872549106196637	0.16313956825170306	1
VII	371114	371514	401	*	7.014803138658076	6.651113392626648	7.187711654532593	-0.10676800878847213	0.16383931299320686	1
XII	374212	374612	401	*	5.874079226266604	5.6680782345044065	5.979805596822503	-0.12904528854779243	0.16388940279213968	1
IV	1401333	1401733	401	*	7.810008915763491	7.676103947753996	7.881291997152646	-0.1302947793048041	0.16531287857497604	1
V	349525	349925	401	*	7.99472602912012	7.841479652647304	8.075500831008641	-0.13028977111097736	0.16570930177834217	1
XII	877656	878056	401	*	7.423469176198097	7.2868086970852515	7.496116138271025	-0.12664073295290662	0.16861382064631267	1
VIII	531478	531878	401	*	3.4491480269775954	3.072998632788534	3.6269354997354086	-0.09513458217424171	0.1695470663106313	1
V	261406	261806	401	*	8.425847221391571	8.628510038601279	8.29582418873628	0.1278755318088956	0.17086082477016648	1
XII	510443	510843	401	*	7.4996211010351335	7.730463219085062	7.3489732782561745	0.1204448403608363	0.17113667638714983	1
IX	169656	170056	401	*	6.6302731266979675	6.442781612693237	6.727397489084354	-0.12756439857751836	0.17188089218732666	1
XIII	209041	209441	401	*	6.78362116089669	6.642694678125156	6.858371982388283	-0.12750049821455695	0.17257015403973333	1
II	452070	452470	401	*	7.866485113905823	8.056987156169143	7.745150368189211	0.12683222535152808	0.1735065544491347	1
XV	825546	825946	401	*	8.5745469227456	8.732774961026935	8.47567441738135	0.1298458898886496	0.17396080696419786	1
II	564897	565297	401	*	6.121784885449495	5.903034413488265	6.233343282196442	-0.12582281462711423	0.1750827109842345	1
XIV	739106	739506	401	*	7.443093189614347	7.2395589039887005	7.5476825023715985	-0.1276524872400313	0.17718252360188708	1
II	203059	203459	401	*	7.572989374528666	7.467467417230621	7.629994071642612	-0.11424927656954277	0.17759368618876037	1
XV	931196	931596	401	*	8.77693278710899	8.862475123304124	8.725673263817873	0.1116657033649331	0.18107827614954247	1
VII	115465	115865	401	*	6.464219292738655	6.322400439408425	6.539409030291723	-0.1269728326547193	0.1823428447223475	1
VII	823370	823770	401	*	6.984374015341785	6.837113522124018	7.062231503731554	-0.12736858529753303	0.1823770679534837	1
XV	901221	901621	401	*	8.310375032641286	8.204302782477615	8.36766059974282	-0.11660885375900651	0.18400238688982828	1
IV	562638	563038	401	*	9.047055316375559	9.178604708279243	8.966122231895655	0.1250771335086344	0.18581151124750994	1
VIII	255807	256207	401	*	6.371240530381363	6.128217767430341	6.493697013967561	-0.11873748828307489	0.18625176122209425	1
II	504379	504779	401	*	7.047391411868019	6.849115559259098	7.149547278228955	-0.12508939637782915	0.18864997138489592	1
VII	581587	581987	401	*	8.245867713179575	8.378015996202107	8.164537964257745	0.12249058158628033	0.18960516596765525	1
X	-163	237	401	*	2.0512506415448644	2.4448698243336464	1.7662680853583097	0.0715911497482418	0.19154663924691248	1
IV	1175638	1176038	401	*	6.3112921477728126	6.193632078646243	6.374454775769025	-0.12242888050495045	0.19431179602408194	1
XV	253752	254152	401	*	8.68508567092368	8.548173743384545	8.757856897333058	-0.12155506676182228	0.19813517660452895	1
XI	327686	328086	401	*	7.124964834249266	7.2905344066691375	7.021057243211991	0.12269697207725709	0.1989444865479816	1
XII	108247	108647	401	*	8.873454454413848	9.032003322920321	8.774362813177568	0.12221808639000332	0.1990390783276459	1
XIII	605712	606112	401	*	6.8607037423103385	6.759779715603824	6.915355312579541	-0.11857223198199611	0.20022263328827095	1
VII	158961	159361	401	*	8.365200631860354	8.627278323951296	8.190854171432386	0.1029320258559966	0.20096796569795658	1
XI	226094	226494	401	*	7.019283807251672	6.865945155689551	7.10010344013693	-0.12091905224598999	0.20127466958434212	1
XVI	382914	383314	401	*	7.609361790166741	7.463079573099384	7.68674078573792	-0.12065711001796955	0.2014196354317489	1
XIII	637023	637423	401	*	6.754683826379892	6.578645745164391	6.846403658294902	-0.11964290832647267	0.2019426594200517	1
XIII	472777	473177	401	*	8.928691819244941	9.012521434186441	8.87850730104821	0.1065041157321964	0.2028239997031779	1
XVI	296926	297326	401	*	9.076889812049005	9.270884410268282	8.95307263680392	0.11721025980816477	0.2032134519289791	1
XVI	188573	188973	401	*	7.23859135475134	7.1349314781565365	7.294644442784741	-0.11650607641963659	0.20391231817475294	1
X	256798	257198	401	*	5.86481928483915	5.656496570392011	5.971613290627626	-0.11453199004175807	0.20414490330007237	1
VIII	148729	149129	401	*	7.947893747723706	7.851886905348753	8.000016215372339	-0.10924151739495222	0.2044668668491802	1
VII	726523	726923	401	*	8.415216246500448	8.296207419379598	8.479058324747719	-0.11798488866842219	0.2058974918221411	1
IV	76765	77165	401	*	8.879623691173288	9.061805299229118	8.764161731495063	0.11826689021776897	0.20678596965733378	1
XIV	444327	444727	401	*	7.261752497466752	7.152250807259708	7.320784813733741	-0.11415361866034694	0.20704352216634556	1
III	178213	178613	401	*	7.253422830308121	7.127157996185145	7.320903862213039	-0.11894536039715034	0.20794702122879263	1
VIII	450654	451054	401	*	7.150216539374403	6.947680307612436	7.254344979325577	-0.11345567289072044	0.209549443240985	1
XV	384926	385326	401	*	8.521105905602061	8.68822082198235	8.416132943781722	0.11866502026709487	0.2111012677983865	1
VII	1000241	1000641	401	*	8.221975831419739	8.384850546231064	8.119921490167208	0.1188853815119569	0.21259215995780742	1
XII	656803	657203	401	*	6.285646399943914	6.159120042803046	6.353258075866213	-0.1183586149847959	0.21534514910175398	1
XVI	860422	860822	401	*	9.01555493121784	9.234732850408342	8.873529027732443	0.10788684526341434	0.21842639276468778	1
XV	79880	80280	401	*	9.150544503039377	9.239531283101543	9.097116739601553	0.10678138168133806	0.2210315751061622	1
XV	577980	578380	401	*	8.406417190612457	8.300201650198359	8.463775866642486	-0.10827201363022451	0.2215090345638511	1
VIII	175006	175406	401	*	8.562357219934997	8.473186427742979	8.610941852774475	-0.10197335785696428	0.22330363041178605	1
IV	1493075	1493475	401	*	6.790580724335042	6.68147311982631	6.849412635711704	-0.11222039229016444	0.22337478479884038	1
IX	174868	175268	401	*	7.3532553364078606	7.211473108156645	7.428427067736898	-0.11535099109707467	0.22502756930307774	1
