seqnames	start	end	width	strand	Conc	Conc_Q	Conc_WT	Fold	p.value	FDR
VII	384054	384454	401	*	10.458881716627651	10.636487881698548	10.14323636806249	0.06987393933202624	0.16583969978538518	0.6767662793305488
VII	528540	528940	401	*	9.015159335286839	9.175619605028944	8.735060378185274	0.0711716521564835	0.16591045150983127	0.6767662793305488
II	165036	165436	401	*	10.410708869038324	10.566234008166102	10.140604471338614	0.07168687617666929	0.16636012697246486	0.6767662793305488
XV	514595	514995	401	*	9.436039703293881	9.561967137421703	9.223783937282201	0.07636147782228281	0.16670626993679055	0.6767662793305488
XIV	442774	443174	401	*	6.915937641837587	7.066541962058783	6.655696720448508	0.0713302253694682	0.16851044269812035	0.6768751819232675
IV	125171	125571	401	*	5.977966437252948	5.79819363483415	6.211531787426225	-0.0721220445660186	0.16900096815914128	0.6768751819232675
IV	680106	680506	401	*	7.900838207340929	7.676854287029966	8.182629331687107	-0.06851123023940374	0.17011796568877974	0.6768751819232675
IV	1468804	1469204	401	*	10.004431704576223	10.151069678003715	9.752068051519604	0.07156514806260429	0.17121676589067863	0.6768751819232675
I	138941	139341	401	*	7.14637037040559	7.277390596303367	6.924407774092696	0.07313591719119382	0.17218922255838195	0.6768751819232675
XII	783572	783972	401	*	11.288851731308512	11.437544163005668	11.032415944091824	0.07100719859127438	0.17261554764218823	0.6768751819232675
IV	368872	369272	401	*	10.03586646392796	10.21067940768152	9.726101076168039	0.068297591105748	0.1729076980841175	0.6768751819232675
VII	428053	428453	401	*	9.235001458886927	9.409607719740567	8.925669753761618	0.06818918322453482	0.17331761131646775	0.6768751819232675
VIII	466842	467242	401	*	6.654791151700654	6.4884954036727125	6.873024644639637	-0.07139383309293892	0.17384581010888506	0.6768751819232675
VII	433218	433618	401	*	8.989344337355043	9.131877845202148	8.745064648317854	0.07099628983672533	0.17581553462379965	0.6768751819232675
XVI	789577	789977	401	*	6.967611979905559	6.79802971606366	7.18961260139924	-0.07065157597649428	0.17603149044911928	0.6768751819232675
IV	1055923	1056323	401	*	7.702690210972242	7.5379434323245595	7.919141815130222	-0.07159814174605596	0.17640151788435218	0.6768751819232675
XII	732010	732410	401	*	7.687274486811726	7.863200840502625	7.375169514980941	0.06708397670155584	0.1774089779340489	0.6768751819232675
IV	1507210	1507610	401	*	9.917873164899685	10.058531723750754	9.677263664440312	0.07073563677336112	0.17893201201155998	0.6768751819232675
XII	839373	839773	401	*	7.68378754018385	7.523091566481514	7.8955596984597936	-0.07049027249365342	0.17921018583808568	0.6768751819232675
XVI	214578	214978	401	*	10.82921973176172	10.975902633679324	10.57676721085394	0.06955400876407868	0.17971141452271594	0.6768751819232675
XV	825549	825949	401	*	9.117238855192836	9.24786911716217	8.89602305664583	0.07197728463267324	0.17973521779883372	0.6768751819232675
XI	369254	369654	401	*	9.024746602943367	9.17868344373053	8.757836909191766	0.06829336110244143	0.18103002841458907	0.678862606554709
IV	1080429	1080829	401	*	8.852484147044088	8.969956524311154	8.656126436008659	0.07365952031988794	0.18336044780273245	0.682300793083566
VIII	98322	98722	401	*	9.130851998698159	9.252940447348758	8.925847958382302	0.07277646704733151	0.18348880085185162	0.682300793083566
II	338564	338964	401	*	9.15958037807584	9.354658652005519	8.806333995933498	0.06482718774613325	0.18506525432752513	0.6826542083670699
XI	165957	166357	401	*	7.559163816790595	7.167845690226922	7.998894358376846	-0.06882963816092866	0.18520399616047734	0.6826542083670699
VII	23234	23634	401	*	8.229724185692625	8.391367413229066	7.9472140855313675	0.06622799107170171	0.18649688238771955	0.6826542083670699
V	222207	222607	401	*	9.733461406443267	9.866044224837173	9.508500463467191	0.06988587601818454	0.18756923226466524	0.6826542083670699
XII	510507	510907	401	*	8.046287757393177	8.165379141347639	7.84690654002233	0.07226987374409906	0.1884900354654148	0.6826542083670699
XVI	794542	794942	401	*	7.765258155426067	7.612388367706575	7.967908776391288	-0.06948955690203469	0.18849349275988608	0.6826542083670699
XII	125007	125407	401	*	8.286354315738395	8.419933835934138	8.059475911930974	0.06917200152343983	0.1894276869919642	0.6826542083670699
XV	796863	797263	401	*	7.792499056207379	7.919361555319929	7.578468511556657	0.07103511629418513	0.18975472910542282	0.6826542083670699
X	119772	120172	401	*	9.1320888970799885	9.296355515570873	8.844210204017411	0.06473878035112052	0.19237000629888246	0.6846480935617535
VI	255393	255793	401	*	9.79128088662035	9.93613989743458	9.542429383649216	0.06678638589896299	0.19309996373282434	0.6846480935617535
V	342444	342844	401	*	8.281956400596982	8.410408020506415	8.064901997431027	0.06924458900693482	0.19377850763573068	0.6846480935617535
XIII	408227	408627	401	*	10.97622206446767	11.111689397094969	10.745701232055872	0.0679643145235832	0.19397413467519345	0.6846480935617535
X	181470	181870	401	*	5.552516695887851	5.3046593112065725	5.859106409739602	-0.06280983985833923	0.19513966374571035	0.6846480935617535
XVI	678864	679264	401	*	10.426137488795705	10.57338581019501	10.172565872003625	0.0658642339447337	0.19552277581195227	0.6846480935617535
VIII	540714	541114	401	*	3.7260263484155858	3.2868625373797467	4.204901919717419	-0.06889451541069297	0.19572425725550693	0.6846480935617535
IV	411179	411579	401	*	9.97727283603087	10.114314455724095	9.743703797732433	0.06701705292013463	0.19699801012777068	0.6863907045790435
XII	92364	92764	401	*	7.30756883529843	7.1546280275917	7.510302714330084	-0.06728159299926147	0.19978148133814103	0.6933592587617836
IV	635945	636345	401	*	11.508554173646356	11.646980579716491	11.272295755519357	0.06588542872152318	0.20129544058898075	0.6958846285986249
XIII	302736	303136	401	*	8.21071525275073	8.334389827488545	8.002721824720837	0.06785202429828731	0.20365014950122914	0.698201764442965
IV	538965	539365	401	*	10.817170793561546	10.9695584497755	10.553366954527716	0.0634887433130357	0.20368635203014077	0.698201764442965
XIV	349888	350288	401	*	9.976676654489262	10.101701559470772	9.76613075637668	0.06723966217132495	0.205620610516587	0.698201764442965
XVI	824998	825398	401	*	8.508196690910031	8.649640917060832	8.266050973608028	0.06451483221206238	0.20619808794083191	0.698201764442965
XVI	860450	860850	401	*	9.632588956913803	9.784564181597448	9.369610286987836	0.06300519812663308	0.20630009230569013	0.698201764442965
II	341547	341947	401	*	9.319092614136736	9.426930901812632	9.14052769532716	0.07059989790107389	0.2074029752450872	0.698201764442965
VII	1050222	1050622	401	*	8.240288929967848	8.349443187573087	8.059313472834367	0.06996001742277576	0.20748820796440656	0.698201764442965
X	159901	160301	401	*	9.532342866692526	9.692793552447556	9.252263419472904	0.06150735888424337	0.20922688663591973	0.7013855858817764
IX	139061	139461	401	*	9.547721999209662	9.688204272046107	9.307456851754441	0.06340528706076638	0.2113082227309879	0.7035095434989352
IV	130513	130913	401	*	7.915949219605285	8.057018420771842	7.674537097826002	0.06340580195149272	0.21145032606860653	0.7035095434989352
V	6084	6484	401	*	8.110653793901294	8.25533754835666	7.862147597915934	0.06171368508680968	0.21595714406467043	0.7050942242615684
IX	254273	254673	401	*	10.422550815343916	10.578619335424726	10.15135102560619	0.060620283020748636	0.21600398474288304	0.7050942242615684
XIV	604691	605091	401	*	8.891241700265759	9.03856649949988	8.637518615792663	0.06115010164350906	0.21837989523561774	0.7050942242615684
VII	598788	599188	401	*	8.570746270632553	8.708260430313821	8.33626037055204	0.06242415348574097	0.2195203139885081	0.7050942242615684
XIII	287350	287750	401	*	9.380383762816367	9.544657885364282	9.092489670483793	0.05916563275661423	0.2196757863840575	0.7050942242615684
II	605822	606222	401	*	8.208677767803234	8.06598417307084	8.399305878185306	-0.06406738852843326	0.22015661792188607	0.7050942242615684
V	422481	422881	401	*	8.47069945654018	8.589105652252126	8.27259902067802	0.06575743507130126	0.2202048924878194	0.7050942242615684
XV	304647	305047	401	*	9.596798040080117	9.735907214381589	9.359210824781425	0.06153387845064549	0.2217701203164217	0.7050942242615684
II	202906	203306	401	*	8.071914622651615	8.192324350154689	7.870064185711035	0.06447505138478224	0.22233957773372706	0.7050942242615684
XIII	510762	511162	401	*	9.873454449674627	10.007385138452491	9.645899542071524	0.062094334553038665	0.223164872338821	0.7050942242615684
IV	569745	570145	401	*	6.944239151813357	7.072663126945407	6.727237435219285	0.06360441585334463	0.2242693127064573	0.7050942242615684
V	194682	195082	401	*	9.116466742623723	9.241426233935973	8.906044652356746	0.06293176274754626	0.22591039198085774	0.7050942242615684
V	117783	118183	401	*	10.304857144828546	10.439466643837632	10.075993185407249	0.06129961238590383	0.2265818079933442	0.7050942242615684
XVI	831858	832258	401	*	8.649603573487843	8.473809655068292	8.87867422357624	-0.059229355242983395	0.22723477358430574	0.7050942242615684
XV	218659	219059	401	*	8.524333214069816	8.641611839116358	8.328336685527026	0.06454742903799567	0.22727597270419614	0.7050942242615684
II	135923	136323	401	*	10.28096576709984	10.42962690747908	10.024592132124567	0.05915263766486246	0.22774638535208586	0.7050942242615684
IV	699509	699909	401	*	6.870024413322971	6.6945856622440045	7.098692567064873	-0.05848830684897466	0.22840805774368853	0.7050942242615684
IV	1161764	1162164	401	*	10.641840463648284	10.786938951063338	10.392516919253977	0.05942035596031318	0.2285501138894628	0.7050942242615684
XII	818735	819135	401	*	8.326317234966387	8.47147981108256	8.076867323402588	0.05936599711947862	0.22856210345066988	0.7050942242615684
XVI	829110	829510	401	*	10.299229648495553	10.442227785961467	10.054038268438635	0.05966980990133406	0.22882431963970437	0.7050942242615684
X	115724	116124	401	*	7.373890041000366	7.490389536982804	7.179344521771528	0.06400414550791551	0.22902068532774694	0.7050942242615684
XIII	751294	751694	401	*	8.122575540088288	8.267666312691647	7.873267206281912	0.05921912594346258	0.22966171667493615	0.7050942242615684
XI	99553	99953	401	*	10.828181287330914	10.95703670081174	10.610356982974636	0.061506987056920606	0.23063362135871845	0.7050942242615684
XV	968109	968509	401	*	10.07291495626867	10.195314527036755	9.86732528804084	0.062485044518784685	0.23104782489927098	0.7050942242615684
IV	519591	519991	401	*	7.187579401558914	7.330027442035273	6.943467320962519	0.059076947095041125	0.23207491618040998	0.7057948481775355
XII	-66	334	401	*	8.95090122768779	9.130459403004238	8.631125668463463	0.055881581496243754	0.2337484743096237	0.7058944486077766
XI	379500	379900	401	*	7.445214880250301	7.577412828660738	7.220993316897016	0.05998467137341891	0.2338776785932924	0.7058944486077766
VIII	341543	341943	401	*	8.459863797320057	8.264596162536895	8.710684390507508	-0.056608541330582234	0.23450052869004107	0.7058944486077766
VIII	422465	422865	401	*	8.739474878798095	8.850903713820065	8.554318218084452	0.06379907555857611	0.23636519116602825	0.7084549353467056
XIV	576119	576519	401	*	9.111173987592771	9.230841565794808	8.910714372363453	0.06178667959577943	0.2377135564011083	0.7084549353467056
XVI	627446	627846	401	*	9.211050525802968	9.320012388488697	9.030427878390835	0.06409588069650018	0.23781248691661094	0.7084549353467056
VII	547312	547712	401	*	10.67555200342421	10.809949277451768	10.447097503174337	0.058938092240947246	0.2391928994425519	0.7084549353467056
VIII	50594	50994	401	*	7.926742699827398	8.058152419810574	7.70403361776378	0.059093380431443694	0.23935370132052539	0.7084549353467056
II	373085	373485	401	*	9.100493299374172	9.245286576020767	8.851771326804323	0.05684204048490821	0.24281262585121574	0.7155893756166912
XII	329310	329710	401	*	8.12953190305019	7.999930217363011	8.304416782595606	-0.061220502297942805	0.24459559189599903	0.7155893756166912
VI	182961	183361	401	*	10.226684667502072	10.351860586027087	10.01585288542641	0.05882656753304961	0.24754156293881358	0.7155893756166912
IV	976433	976833	401	*	10.381644239740346	10.5101044195238	10.164573522213963	0.05808258247707795	0.2488487918576439	0.7155893756166912
XV	461822	462222	401	*	7.383502446399658	7.491816681762215	7.204066425246917	0.06164157006224203	0.2494887334356767	0.7155893756166912
I	141641	142041	401	*	8.546191028460767	8.69230491684977	8.294863399012398	0.055348017875464055	0.24963171869982362	0.7155893756166912
XVI	408837	409237	401	*	7.617248902405761	7.7824679453519545	7.327413758671725	0.05396842736817612	0.24997110799373584	0.7155893756166912
XI	614817	615217	401	*	10.147741094985362	10.277112310000344	9.92893241540227	0.057778390423293254	0.25023718172818105	0.7155893756166912
IV	330487	330887	401	*	8.324037933264394	8.425355967625354	8.157325391957315	0.06299818425057684	0.2503379230632327	0.7155893756166912
VII	920046	920446	401	*	8.908758697097456	9.020685864452723	8.722683482339992	0.06070924777042234	0.251112543841691	0.7155893756166912
XIII	306437	306837	401	*	10.535366892158692	10.67544577292896	10.295889254115782	0.055901337608192325	0.2516313169731805	0.7155893756166912
V	191913	192313	401	*	9.69897383361131	9.826207249204169	9.484238355136986	0.05760451942069819	0.2520254433888828	0.7155893756166912
XV	976259	976659	401	*	6.972938729445887	7.097636966820658	6.763010950200908	0.056988150706437174	0.2537738404965522	0.7155893756166912
III	127630	128030	401	*	8.110806518522251	8.254702047670138	7.863851821264149	0.05465042262823134	0.2553978355164009	0.7155893756166912
IV	1156322	1156722	401	*	9.426531229763107	9.55436459014533	9.21065443105202	0.0566800671861005	0.25657002940704515	0.7155893756166912
IV	926856	927256	401	*	8.121257706784434	7.992648079086915	8.294936718954837	-0.059111669934561885	0.25659941877872106	0.7155893756166912
XVI	132225	132625	401	*	9.274280261829935	9.39868790820894	9.064901997431027	0.05732925819237406	0.2568579928307361	0.7155893756166912
III	50487	50887	401	*	10.344946721633407	10.460432674218104	10.152285421101851	0.05893315659264093	0.2575446143947518	0.7155893756166912
XIII	880663	881063	401	*	8.065767387491498	8.198067610847874	7.841349398378997	0.055842708140818334	0.25832603722034947	0.7155893756166912
V	131166	131566	401	*	7.8259918275130005	7.978457811445601	7.5620311949087435	0.05336279345109966	0.2586406031216151	0.7155893756166912
II	595573	595973	401	*	8.212783372102056	8.312643619105692	8.048700223526293	0.062155822924290345	0.25874418101394486	0.7155893756166912
XVI	75020	75420	401	*	9.987521547392438	10.104614216239435	9.791871537801999	0.058093908762202204	0.2599668692628236	0.7167310881545137
V	69014	69414	401	*	9.041087998132213	9.174314224400518	8.814889706474032	0.05469668249272362	0.2635192815348324	0.7221779297722569
XIV	503094	503494	401	*	9.273793926882357	9.381238848054394	9.095948352872023	0.0591460244985216	0.26357454386038304	0.7221779297722569
XIII	5377	5777	401	*	5.739369422630563	5.918812457604514	5.419837969789159	0.05106641245233574	0.2646575328003732	0.7225426885017479
I	45269	45669	401	*	9.658654869207671	9.798065512338889	9.42048034801621	0.053623179034010704	0.2653405353255006	0.7225426885017479
XIV	197913	198313	401	*	9.950006048974243	10.086339389263903	9.717809622005992	0.053679910795787225	0.26784747793365116	0.7259322377703
V	140513	140913	401	*	9.858649664256273	9.983988454228115	9.647509452938095	0.05519558884326979	0.268301133988608	0.7259322377703
XVI	195486	195886	401	*	7.2783927214218185	7.002038645986855	7.613518636292851	-0.050663486177614514	0.2690460723035688	0.7259322377703
VII	974421	974821	401	*	8.221060045867075	8.351981834973031	7.99928601578885	0.05372746363698739	0.2714873770133029	0.7284707235848956
XV	83083	83483	401	*	9.396049391806395	9.511057374961466	9.204275344230053	0.05607689633400088	0.27364993797413184	0.7284707235848956
XI	514396	514796	401	*	9.049539954398226	9.186032585368292	8.817035002293327	0.052461774575011784	0.27511819245288766	0.7284707235848956
IX	122127	122527	401	*	7.352430698898206	7.234356721553994	7.513189051006554	-0.05745091111559519	0.2752249482502906	0.7284707235848956
XVI	404181	404581	401	*	7.881475347153207	7.986177236197798	7.708630549567777	0.058110428461564057	0.2759878465862299	0.7284707235848956
V	491032	491432	401	*	9.956404304268197	10.073101592205184	9.761490640009287	0.054989738852350874	0.2779864719402112	0.7284707235848956
VII	766138	766538	401	*	9.680962918164633	9.79508092033904	9.49083870470868	0.05530993582765298	0.2780711771394538	0.7284707235848956
XII	65302	65702	401	*	9.0267491474531	9.153338178570833	8.813237997434987	0.05321733622708905	0.2781690970731831	0.7284707235848956
IV	599894	600294	401	*	11.015554098054125	11.144920476686927	10.796754653161557	0.05273720783730657	0.2792319906779733	0.7284707235848956
XII	253249	253649	401	*	9.148495957987523	9.249867992307886	8.98168587443594	0.05797235685887903	0.2796693256852205	0.7284707235848956
IV	1429084	1429484	401	*	10.033750980095789	10.142894433000263	9.85279533992722	0.05617952188775858	0.28023587071310796	0.7284707235848956
XVI	588341	588741	401	*	8.28878563574646	8.117306790780482	8.512951831415856	-0.05049533318831879	0.28133616674472256	0.7284707235848956
XIII	-158	242	401	*	4.498038607716743	4.205235023925652	4.849134009133449	-0.04978030414776094	0.28141243904076213	0.7284707235848956
XIII	901278	901678	401	*	7.358829878058436	7.47413857345972	7.166497717362924	0.05500979686936418	0.28151072030060376	0.7284707235848956
VIII	146097	146497	401	*	7.04266440664469	6.917557745360096	7.212070746540381	-0.055237730891933755	0.2823532780283416	0.7285208485570913
XV	446730	447130	401	*	7.166464765990832	7.047581628656978	7.328222925816182	-0.056520852367353325	0.2853801564311418	0.7295483654912374
XV	79848	80248	401	*	9.594542856494314	9.705563476124441	9.410137969546199	0.054865004397733966	0.28546537802498084	0.7295483654912374
XIV	405690	406090	401	*	8.752131248612264	8.884180552100695	8.528195095116217	0.05129501312138211	0.28548759090017106	0.7295483654912374
VII	774247	774647	401	*	9.041996971615648	9.170771287905529	8.824327343132696	0.051709002974421665	0.2860489071474117	0.7295483654912374
XII	704426	704826	401	*	9.367431589390026	9.478919813553569	9.182165506626617	0.05389078778710991	0.2900765589275769	0.7363574977404594
XII	448577	448977	401	*	7.836885317209816	7.657382489410858	8.070146527462827	-0.048633280343819786	0.291056661600429	0.7363574977404594
X	60156	60556	401	*	6.726846122435028	6.61864897492283	6.8752986622190315	-0.0561220521829462	0.29143449064712523	0.7363574977404594
XII	921528	921928	401	*	9.188746063991175	9.308312368612231	8.988476080719085	0.05213919329942612	0.2922465575720679	0.7363574977404594
IV	1450815	1451215	401	*	6.697580861104733	6.5721277328800785	6.867410824361261	-0.05410549076545379	0.2928789143555274	0.7363574977404594
VII	413166	413566	401	*	10.74179111508477	10.869977933010654	10.525241262102918	0.05020651597105612	0.29661968960091223	0.7425057574923373
IV	867526	867926	401	*	7.875720750529076	7.981993882766825	7.700014730328384	0.05314538087012834	0.29891904623024595	0.7425057574923373
IX	332648	333048	401	*	9.513100917036958	9.621785492305111	9.332986518948452	0.05322310104862887	0.29897310488466017	0.7425057574923373
XV	860308	860708	401	*	6.01979904169277	5.868208929354728	6.220947948059944	-0.04902852937634764	0.2991657081299246	0.7425057574923373
IV	1164858	1165258	401	*	8.280915967607832	8.399425138673926	8.082623157470044	0.05086621164385606	0.29951927166640047	0.7425057574923373
II	392327	392727	401	*	9.137144744094044	9.257160466964752	8.93603294588998	0.05073440676631688	0.3006803306431611	0.743301934690496
XIII	347069	347469	401	*	9.21373764496117	9.075102975348084	9.39951842149789	-0.05029410424795661	0.30264789465929953	0.7460765557057881
V	80098	80498	401	*	7.196846580805281	7.087929958532206	7.346201945191794	-0.054257982308027884	0.3037702145070848	0.7460765557057881
XIII	540328	540728	401	*	10.840087555000723	10.95402139467336	10.650304376933224	0.05125954500480123	0.30446318315526366	0.7460765557057881
XII	588929	589329	401	*	6.751160823144466	6.630689149765716	6.914878156431568	-0.051707557346071804	0.3067758821499628	0.7460765557057881
XI	578553	578953	401	*	6.469596133582102	6.587399597171845	6.2726209074979	0.049978351683890795	0.3069048132786225	0.7460765557057881
XV	882071	882471	401	*	10.758678990333925	10.856293882763088	10.598631232807293	0.05387769861250728	0.3088673284403528	0.7460765557057881
XII	390511	390911	401	*	8.006951890966572	7.830729600538376	8.236507716107441	-0.04616874924602043	0.3091397517273817	0.7460765557057881
XIII	343735	344135	401	*	8.734822661072736	8.877785012456085	8.489701530986508	0.04676617645453532	0.3094188943912034	0.7460765557057881
VII	581588	581988	401	*	8.745007095229608	8.616533412487438	8.91852072025037	-0.05026379711296604	0.3102111013164406	0.7460765557057881
VIII	-149	251	401	*	7.762786645569468	7.601181491614867	7.975611545656486	-0.04677000476180938	0.3102329632765311	0.7460765557057881
XII	828078	828478	401	*	9.186233809838454	9.296454772758041	9.003299829220785	0.05062493752681658	0.313620164738109	0.7521784438840826
XII	439850	440250	401	*	7.946259004655811	7.8081172968151895	8.131449024247177	-0.04848321296651533	0.3156581749680027	0.7550202293153578
VII	397902	398302	401	*	10.065718498590424	10.17867723995071	9.877738958349395	0.04887115833770101	0.3213453972066273	0.7665516887543535
VIII	280142	280542	401	*	7.934417022466064	7.789018896619855	8.128258443100036	-0.04651865595334332	0.3224858209592296	0.7668866696270641
VI	90571	90971	401	*	9.010967938508456	9.108961668697965	8.850240558061062	0.05140927691610323	0.32381139790775654	0.7668866696270641
X	-162	238	401	*	2.664354412664974	3.0471048914679684	1.7867281087150702	0.05132478466878019	0.32408544004578754	0.7668866696270641
VII	110459	110859	401	*	7.420806150584519	7.520118737971539	7.257708886486936	0.05015884683622833	0.3287760833154853	0.7722653965021511
X	378339	378739	401	*	7.150988300047582	7.043928256423098	7.298011885422133	-0.051217702516431124	0.3293654331141758	0.7722653965021511
IV	1385718	1386118	401	*	6.416222013340966	6.307000366281407	6.565959828286458	-0.049155843386117	0.33115179194485844	0.7722653965021511
XVI	40274	40674	401	*	10.443462240989831	10.559596975636683	10.249595264019783	0.04691713027773389	0.3313516253906674	0.7722653965021511
XVI	431751	432151	401	*	10.865798178785974	10.97902272368073	10.67732732649475	0.047315619706865195	0.3315370989316252	0.7722653965021511
X	220233	220633	401	*	9.35494269608518	9.441570570220481	9.214390910485992	0.05294933055101051	0.3317570657230891	0.7722653965021511
XV	683572	683972	401	*	6.66610404766409	6.563358649983633	6.8076823739927725	-0.05013935224252555	0.3324667978161803	0.7722653965021511
XIII	353043	353443	401	*	9.958069660042215	10.054288350941524	9.800522345833722	0.05022443935905317	0.33419909481959686	0.7742570652234116
XIII	482534	482934	401	*	10.57221787817951	10.687947019100884	10.37910482556329	0.046236810880474634	0.3364929409147023	0.7755387005421815
XIII	431581	431981	401	*	10.20845358739971	10.330742172162331	10.00307287087887	0.04508832706783143	0.3377379272952695	0.7755387005421815
XV	427362	427762	401	*	8.001911339510619	7.85581067904707	8.196585303108591	-0.044321463640458796	0.3395146096996451	0.7755387005421815
VII	319607	320007	401	*	7.519453897210142	7.621842843295241	7.3508050106735805	0.04744310152325468	0.340690238136932	0.7755387005421815
IV	884301	884701	401	*	7.124982584813149	7.2277733277312475	6.9556061559489315	0.04669890167603076	0.3412401652972017	0.7755387005421815
V	85011	85411	401	*	10.492953329399748	10.608686501365366	10.299832786792075	0.045249026267910816	0.34341922748475096	0.7755387005421815
XVI	264619	265019	401	*	6.2628199552765595	6.142802745080233	6.425977281840504	-0.04695766259670651	0.34342452357924125	0.7755387005421815
V	287073	287473	401	*	7.548510033924703	7.664263327376748	7.355352103147132	0.04519443685971802	0.34378790249524366	0.7755387005421815
XII	645695	646095	401	*	9.728431151168865	9.82849128658727	9.563987906800289	0.048089924277551224	0.3438434733235915	0.7755387005421815
V	174607	175007	401	*	7.270719818184277	7.383409450255547	7.083237437807754	0.045027917854557814	0.34424202462776743	0.7755387005421815
XV	424176	424576	401	*	9.54570092043124	9.634518836814433	9.401295760667178	0.0499208063493496	0.34499012513998556	0.7755387005421815
II	628451	628851	401	*	9.786719972464821	9.875648226395844	9.642120246400424	0.050163533020153445	0.3455479383441309	0.7755387005421815
V	268355	268755	401	*	8.716557092978661	8.83834349185832	8.512121255544841	0.043893341043574334	0.34717052409461036	0.7755387005421815
VII	423032	423432	401	*	8.076162618893838	8.201922875563083	7.864223809187018	0.04322788935825098	0.34720462586094347	0.7755387005421815
VI	221586	221986	401	*	8.956735559226153	9.050054157926951	8.804360489872277	0.048880802586032245	0.34789702159914815	0.7755387005421815
XV	167966	168366	401	*	7.769003644870402	7.892501835584784	7.5613431184275655	0.04327381522068005	0.35024188512943977	0.7788041918079252
IX	177453	177853	401	*	10.380755211028758	10.474347559081565	10.227893151696616	0.048071596644965985	0.3529310100339631	0.7810342058039931
XIII	826505	826905	401	*	6.430088788034317	6.546212242079768	6.236242787827274	0.04436586238907464	0.35368065886367656	0.7810342058039931
XV	767938	768338	401	*	7.167820113159571	7.071180008705708	7.301629942000467	-0.04859418754148729	0.3538923350592104	0.7810342058039931
XVI	129575	129975	401	*	9.564913305054922	9.196102242375849	9.9853896053728	-0.04338099649663308	0.3559410724261042	0.7815065978920958
II	812935	813335	401	*	5.321865690887948	5.488060900135497	5.0300212259658945	0.039826091064016245	0.3563287283689603	0.7815065978920958
IV	1015996	1016396	401	*	8.937590153528351	9.059020515713252	8.733823636959448	0.0426183089956509	0.35675555429198497	0.7815065978920958
VI	106512	106912	401	*	9.906797631603276	10.031728213136207	9.696430253433872	0.04199169144222528	0.35897485633856563	0.7844265379250137
II	697439	697839	401	*	7.149834762032165	7.039594331729164	7.300848642786453	-0.046532121497299454	0.3599140630228884	0.7845417383627
II	36310	36710	401	*	8.405014055717515	8.51239122754777	8.227292318158742	0.04414878374858517	0.3616186854342208	0.7858395491808564
II	116828	117228	401	*	8.198073785587232	8.107815809392058	8.323682379954633	-0.048882748515251366	0.3622853514867677	0.7858395491808564
I	32853	33253	401	*	7.9253751580654805	7.684954243191765	8.224329655364052	-0.03914412356654978	0.36544600887979645	0.7881932434681713
IV	1251673	1252073	401	*	8.967229819487308	9.065698209331488	8.805650210439124	0.045002287668986195	0.36614551706718074	0.7881932434681713
X	391842	392242	401	*	10.053798561868906	10.158502837252746	9.8809494254365	0.043869824639188405	0.367362101661969	0.7881932434681713
XI	247760	248160	401	*	8.449428921567824	8.530564580819519	8.318470161030639	0.048449110907773804	0.3679372798050335	0.7881932434681713
VII	323935	324335	401	*	9.482745540988734	9.60707214650038	9.273520469848682	0.040919711719305744	0.3686960204094388	0.7881932434681713
VII	1004066	1004466	401	*	7.613860821661157	7.740167730194963	7.400885204839238	0.040699275085935196	0.3688833225979717	0.7881932434681713
V	435541	435941	401	*	8.101007324107018	8.198236576626105	7.941650880525962	0.045109290436808266	0.3696047412873346	0.7881932434681713
VIII	17814	18214	401	*	8.447451434161186	8.321182239771971	8.618278304497961	-0.04213324070273803	0.37149394348199677	0.7897864988242751
II	193548	193948	401	*	9.674802382670244	9.769421006251479	9.520112328385988	0.04501068297470737	0.37252611275924924	0.7897864988242751
XIV	651926	652326	401	*	9.726594970543893	9.819458769221493	9.575028406265906	0.04516557333919234	0.3740285608569057	0.7897864988242751
XV	109513	109913	401	*	11.383637264302378	11.485971012438648	11.215088281419362	0.04331063273249874	0.3740893676257523	0.7897864988242751
IV	461292	461692	401	*	7.60163920541705	7.493035385926364	7.7506021775786484	-0.04422703400834655	0.374935218657377	0.7897864988242751
II	702109	702509	401	*	7.265465329751718	7.156078122103679	7.415410653966931	-0.04330932823468999	0.3759727446705793	0.7897864988242751
XI	322412	322812	401	*	10.239121584799076	10.342539877457181	10.068607697467561	0.04278198580512708	0.3765987598913492	0.7897864988242751
XIV	355337	355737	401	*	10.181169523603113	10.285379041768051	10.009219523393861	0.04246150908724405	0.3782551686011167	0.7904337554430025
XV	388845	389245	401	*	8.175492981650347	8.028913666185446	8.370733671238899	-0.03937561364479686	0.3786936862235402	0.7904337554430025
IV	909393	909793	401	*	7.44180295301834	7.523571461615778	7.309743922586191	0.04634570284637144	0.3805224176479255	0.7906411729969495
II	426758	427158	401	*	8.27989751129512	8.357825249878127	8.154495774169977	0.048249340460112776	0.3813451860744823	0.7906411729969495
IV	211018	211418	401	*	6.77352264688551	6.657012065703619	6.932345691395371	-0.042819934939814584	0.3824249536001635	0.7906411729969495
XV	438515	438915	401	*	6.589477638502972	6.680739954372384	6.4407524302146015	0.04385043183417642	0.38317355665932173	0.7906411729969495
III	90789	91189	401	*	7.7110239986636495	8.082803398446604	6.8721463157608245	0.043339429015246476	0.3875359964358622	0.7906411729969495
IV	1522725	1523125	401	*	6.33946626199526	6.458498024972908	6.140196559908042	0.03947805535046557	0.387618617713161	0.7906411729969495
