seqnames	start	end	width	strand	Conc	Conc_SPS	Conc_SIR	Fold	p.value	FDR
XII	322993	323393	401	*	7.415802661271315	7.003892374396342	7.607273284741029	-0.32406623715966887	0.026772288842129243	0.11548404002280187
XIII	605712	606112	401	*	7.021428814385574	6.728134474695711	7.165634428752377	-0.3031218897812917	0.026898925542861246	0.11548404002280187
XIII	436190	436590	401	*	7.019616615284498	6.626264208047545	7.2040450069570685	-0.32212623559806364	0.026943048887134138	0.11548404002280187
IV	1493075	1493475	401	*	6.9487746445769085	6.649031125298734	7.095692867478899	-0.30147410334583885	0.02698811804880696	0.11548404002280187
IV	811738	812138	401	*	8.519132108439786	8.281061647925666	8.639386548485522	-0.27192397701032317	0.027649822631077455	0.11684916559807018
I	220093	220493	401	*	3.6316168769912367	2.8247858362473464	3.9475069274481047	-0.2798234718484564	0.02773526198377203	0.11684916559807018
XIII	209041	209441	401	*	6.950059953103502	6.627096268648824	7.1066037973303215	-0.3072994541608377	0.02778519346495317	0.11684916559807018
XV	866663	867063	401	*	8.929573733598144	8.638595014409015	9.072801155001374	-0.29787103158486683	0.027856880424701556	0.11684916559807018
IX	68277	68677	401	*	8.812029748832469	8.519980369697931	8.955709729203425	-0.29777821976175994	0.028018703821508992	0.11684916559807018
XV	683574	683974	401	*	6.542947920713469	6.174414463079792	6.717760110882466	-0.3197291350212485	0.02808822769119267	0.11684916559807018
VIII	540698	541098	401	*	3.4985888095409594	2.733904313121554	3.803211943786941	-0.2802831839819768	0.02819621169866476	0.11684916559807018
V	551136	551536	401	*	6.8944693846379295	6.620140365648671	7.030597173043188	-0.2951315140041895	0.028732833907846162	0.11853904571846849
IV	1345291	1345691	401	*	8.671691958435407	8.445311550990903	8.786704829530942	-0.26452745010655265	0.029279817823418337	0.12025639463189673
XV	2	402	401	*	9.882103957229223	9.19712132442643	10.164238159365551	-0.2958535767901006	0.02978928686001163	0.12165164398037175
IV	1175638	1176038	401	*	6.472380714191049	6.162880504278707	6.62337016371873	-0.3036249283866151	0.02988399080387393	0.12165164398037175
XV	253752	254152	401	*	8.853949694208744	8.535576162535811	9.00860807648503	-0.3039087615591555	0.030303306362082838	0.12281516234852957
XII	1064751	1065151	401	*	9.93246112521326	9.248297253584274	10.214355914590858	-0.2939014273690924	0.03062597402462463	0.12348161650333128
XI	340619	341019	401	*	7.251039256027953	6.930330966082253	7.406657726642983	-0.30421857268451535	0.030736184977459637	0.12348161650333128
XI	226094	226494	401	*	7.185014675204626	6.866599344458674	7.339690265184855	-0.2994350973136353	0.03184363527643579	0.12691508149685307
XII	92364	92764	401	*	6.911760945303481	6.542831371496729	7.086728423578994	-0.31156074135433753	0.03186672154975333	0.12691508149685307
XII	734600	735000	401	*	6.571129663482373	6.235806712628304	6.732708415473047	-0.3077790423026552	0.032384251311400235	0.12811896776930742
XI	-31	369	401	*	9.732028341140078	9.08988983815164	10.00139500900172	-0.2956117749828978	0.032467277951459095	0.12811896776930742
X	220209	220609	401	*	9.061678988037778	8.862088996930527	9.164444215358847	-0.24175412801214488	0.03258678093262819	0.12811896776930742
XII	656803	657203	401	*	6.4448704861228165	6.122020352480779	6.601367789946066	-0.3038548608025227	0.033390512183896666	0.13016374961418362
VII	528556	528956	401	*	8.551836110911195	8.298375583928184	8.67889818924807	-0.27864114381962213	0.03340952224633031	0.13016374961418362
II	770588	770988	401	*	6.5749380384122285	6.262285745342751	6.7272344631008005	-0.2994950289373872	0.03353131375930599	0.13016374961418362
IV	1507219	1507619	401	*	9.302281923537361	9.548987835170808	9.139710917321068	0.2851314587727652	0.03421821931484511	0.13225164766727496
III	178213	178613	401	*	7.422520547657869	7.102742489016348	7.5777567556677425	-0.2993788236469306	0.03447769880287952	0.13225164766727496
XI	108825	109225	401	*	7.8145560257668745	7.5510627102390995	7.94600003947695	-0.2807197546297345	0.034656556426442074	0.13225164766727496
VIII	512101	512501	401	*	8.211031793652605	7.910259164681211	8.358381282570747	-0.29350769667661125	0.0347645995085318	0.13225164766727496
II	235942	236342	401	*	7.277644295028102	7.021507760992738	7.405879435980171	-0.27099936832858496	0.03478793340813102	0.13225164766727496
XVI	901548	901948	401	*	8.353572968087564	8.100156105598243	8.480615879557899	-0.2755712837511153	0.03495135443340053	0.13232611555032298
XII	877656	878056	401	*	7.589819374276838	7.290443887012163	7.7365832610538545	-0.2916110092622542	0.03544861430012975	0.13365870965622695
XII	11207	11607	401	*	9.497333396779993	9.044683747597642	9.703834012834218	-0.30761200385994847	0.03606191176929258	0.1354161584806089
X	115766	116166	401	*	6.8481412568508535	6.596024501540492	6.974613093573698	-0.275365762949085	0.03662549285503911	0.13654676865167142
V	117204	117604	401	*	6.225713187009154	6.5661244583962795	5.987735145512909	0.3064612438439477	0.03665983897495961	0.13654676865167142
IV	130517	130917	401	*	7.710190134163353	7.461168602216548	7.835299402037717	-0.27034862992541364	0.03684663855036535	0.13668914300941984
II	668553	668953	401	*	7.742230714034265	7.435811545260734	7.89193873342413	-0.2917908678775685	0.03741342100580007	0.13823432660777538
XII	366080	366480	401	*	6.215945916778248	5.900667865533085	6.369328003355524	-0.2919757082790602	0.037683065636291806	0.13866321278332813
XVI	382914	383314	401	*	7.7728767712203934	7.462914937268573	7.924057880464244	-0.2912914224767381	0.03783094174849496	0.13866321278332813
X	265232	265632	401	*	6.500474280205225	6.161346324101109	6.663590941805725	-0.30037697231710314	0.03838202410520337	0.14012484990788532
XII	329315	329715	401	*	8.058471215440749	7.785332616478653	8.194086899300684	-0.27863546238566583	0.03897865764284367	0.14145854609823702
XIV	444327	444727	401	*	7.426149466653225	7.138362778711052	7.568024802906019	-0.2850184566633695	0.03909992096523335	0.14145854609823702
V	349525	349925	401	*	8.17151623024873	7.848493676788453	8.328084200735894	-0.2931544819260639	0.03920861875548961	0.14145854609823702
XVI	870165	870565	401	*	4.5504530735987005	4.015546998437688	4.785599886155209	-0.2898661449356852	0.039602331557707614	0.14196814372767289
V	522674	523074	401	*	7.817912737503258	7.524329746418924	7.962240131100864	-0.2871156747375135	0.03965849232392601	0.14196814372767289
XVI	6704	7104	401	*	2.7951404585567525	1.5810611405824895	3.2012584488670512	-0.19754813645303662	0.040356171763067196	0.14390572876752644
X	256798	257198	401	*	6.0401046315209035	5.629682722803648	6.2310150488748475	-0.3007030598520029	0.0406287371729453	0.14431829420505668
IV	1525052	1525452	401	*	9.51247851807795	8.893944607701792	9.774597218669884	-0.28127195881704437	0.04089848557100354	0.1445286319050251
II	564897	565297	401	*	6.304235545817537	5.915298164405509	6.486970046428552	-0.2994399592482102	0.04114700036660024	0.1445286319050251
X	424188	424588	401	*	7.671945445655931	7.419387218014756	7.798611283067484	-0.26991357408773253	0.04115924082512672	0.1445286319050251
XII	439854	440254	401	*	7.612907537080661	7.354060833778957	7.742327531806038	-0.2740525704347466	0.04162950202663393	0.14562411355324417
XII	241785	242185	401	*	7.573792032865496	7.259834217833312	7.726628595683284	-0.28982181725926076	0.042314088404798174	0.14745818686520576
IX	99496	99896	401	*	8.8897465793456	8.613779489339521	9.026578059429154	-0.2760601858222385	0.04375729439759765	0.15125085801106103
XII	725365	725765	401	*	6.505488948224567	6.230150575223553	6.6420504756099445	-0.2792527593791499	0.043841063001508286	0.15125085801106103
XI	567539	567939	401	*	6.211646997868126	5.872508533566985	6.374767898798812	-0.2929579375309632	0.04389562944451445	0.15125085801106103
IX	387162	387562	401	*	6.117104270484554	6.469858114157444	5.868510837245048	0.2951039914627861	0.04444070225531715	0.15255763460780514
VII	438442	438842	401	*	8.432132341821125	8.160415454357391	8.567135629737683	-0.2735956090314101	0.04462859299480721	0.152633106153244
VII	122044	122444	401	*	7.441325138996007	7.1868844351432655	7.568817253944572	-0.26659367546276247	0.04583491056586147	0.1561782137799724
XVI	210055	210455	401	*	6.21552180122242	5.959425200981283	6.343739459665289	-0.27013056331757074	0.0462204678467356	0.156521421683552
IV	1359508	1359908	401	*	7.511227633778685	7.215777617304823	7.656341871293543	-0.2814311951642908	0.046275898584702324	0.156521421683552
XIV	739106	739506	401	*	7.6261548598006215	7.253839615155437	7.802447193342793	-0.29104661214251804	0.046585036962243566	0.15698986815115049
XVI	76264	76664	401	*	7.821870315766461	7.57409628966199	7.946429218949628	-0.26538543066840514	0.04726327974829773	0.15822162359752937
XV	678852	679252	401	*	8.020139765933868	7.757355715949322	8.151275435290483	-0.27153331421981414	0.047294507053609325	0.15822162359752937
VIII	255807	256207	401	*	6.564068509032692	6.139646073178647	6.760217258147905	-0.28884743210985736	0.048832156062324675	0.16277385354108226
II	60782	61182	401	*	7.014901191141995	6.731813281127133	7.1547784429009145	-0.2775959239923231	0.04987850590814809	0.16566146366605142
XIII	225466	225866	401	*	8.52847849030013	8.26490686310671	8.659956535700536	-0.2663353033764886	0.05049765174946862	0.16704973764474043
VII	405343	405743	401	*	6.595577844761731	6.32160104058576	6.731554177485812	-0.2674315687754099	0.05065964869878541	0.16704973764474043
X	90177	90577	401	*	8.74131821367633	8.524502148874602	8.851996574082285	-0.2455105041220414	0.05139268474748976	0.16883619539498282
IV	155977	156377	401	*	7.716040102846272	7.428789252839029	7.857688050267729	-0.27283093717819007	0.05156844663694583	0.16883619539498282
II	504379	504779	401	*	7.225793178732595	6.875949901208311	7.39321032291278	-0.2814513210776814	0.05309695194846953	0.17322409855529064
XIII	540362	540762	401	*	10.41501843369323	10.630148253432536	10.275956617140713	0.2548004441345743	0.05355202771317424	0.17325204298429858
IX	439514	439914	401	*	9.922530069585864	9.288224679097588	10.189508679610027	-0.2569575986203162	0.05366567934025025	0.17325204298429858
XIV	559242	559642	401	*	8.853474113956235	8.659232532977214	8.953754218081443	-0.2281770075653013	0.053700997035945865	0.17325204298429858
XVI	227765	228165	401	*	8.459407591635145	8.270122408420509	8.55737263244551	-0.2277002727867915	0.05385878727555369	0.17325204298429858
IV	1256872	1257272	401	*	6.870593808038771	6.56891418996522	7.018323024550183	-0.27644398293170225	0.0547539102078067	0.17551776094488558
XI	518834	519234	401	*	8.78748428731549	9.12169843874493	8.55477295092154	0.27938396908056684	0.056860581221617267	0.18017313427444007
IV	1266856	1267256	401	*	6.8813381107074445	6.631782045912286	7.006682989732802	-0.2602808790092883	0.05711003596744629	0.18017313427444007
I	180964	181364	401	*	7.307823696055018	7.003406137947107	7.456697149789826	-0.27214461355061936	0.057220456052322524	0.18017313427444007
XI	317050	317450	401	*	7.765412450115495	7.512166182578978	7.892380469612336	-0.25782975571865757	0.05740202924537204	0.18017313427444007
XI	666319	666719	401	*	9.929518583246066	9.564236096630788	10.10305406043654	-0.2784052240730787	0.05747428179361858	0.18017313427444007
III	227762	228162	401	*	7.497149713041506	7.240164651178809	7.6257561643292595	-0.25989824848911475	0.05760635240737046	0.18017313427444007
IV	1166367	1166767	401	*	7.781786910970255	7.503814600078878	7.919478251971005	-0.26614089281053627	0.05763917904182361	0.18017313427444007
XVI	792342	792742	401	*	5.593446150464883	5.223646015631548	5.768754703420918	-0.2781824506509588	0.05777290718582589	0.18017313427444007
IV	1164905	1165305	401	*	7.926729385430616	7.619682637940892	8.076698734298553	-0.2704631613700067	0.058836132366006495	0.18247266411948493
XIII	279838	280238	401	*	6.215492327695864	5.820151649258719	6.400681211142947	-0.27672247617968243	0.05890693613422502	0.18247266411948493
I	-47	353	401	*	10.225304655375874	9.808431233514483	10.41863760239844	-0.2755166532948105	0.05946797510608709	0.18345884541431498
IX	77507	77907	401	*	5.586911053169516	5.278210475136085	5.737568301484591	-0.2726699495116137	0.05962412475965236	0.18345884541431498
IX	122127	122527	401	*	6.923250131513114	6.696763553595659	7.0383108846766405	-0.24776727852544284	0.06207846322532885	0.1903739538910085
XIV	6569	6969	401	*	9.723139877008439	9.182897507162101	9.960070387430642	-0.2583316865617955	0.06259711154053291	0.19069984122292352
IV	556672	557072	401	*	7.112689403678647	6.853268777905935	7.242359900389335	-0.26064290446926563	0.06300066136130641	0.19069984122292352
XIII	457977	458377	401	*	7.389733197608907	7.086079380845299	7.538287778881621	-0.26670365775886745	0.06304518555113729	0.19069984122292352
XIV	253992	254392	401	*	7.730157531225345	7.487616920061915	7.852400105206487	-0.24933279773847658	0.06308597257075396	0.19069984122292352
III	236373	236773	401	*	7.344220619642265	7.048579068154462	7.489415496337967	-0.26606061275334686	0.06322114301412139	0.19069984122292352
VII	555303	555703	401	*	7.516929839333409	7.273029223819127	7.639775522722715	-0.24961814946936314	0.06437201129456652	0.19353676598366404
XII	822811	823211	401	*	7.659066555889939	7.267483868333308	7.842816829144734	-0.27051663158165634	0.06484214309817066	0.19431521710200977
XII	198019	198419	401	*	6.751417999338562	6.448497154751944	6.8996663295719465	-0.26544832313840294	0.06557033428917461	0.19526627107453376
XIII	388277	388677	401	*	8.403448452207378	8.08806015659034	8.556876060034165	-0.26658777378578613	0.06558399756742492	0.19526627107453376
XIV	405683	406083	401	*	8.190432377927108	7.996008886052244	8.290797228336809	-0.22686817193161832	0.065994495001699	0.1957002135711939
IV	751493	751893	401	*	6.429369306360679	6.065165034268294	6.602480464118545	-0.2694543892517642	0.06615518089200141	0.1957002135711939
XII	796344	796744	401	*	7.545509811645585	7.306277164180243	7.666281999842802	-0.24954831496449575	0.06681936344187082	0.1962223993636879
XV	976234	976634	401	*	6.621380522797632	6.353333086056524	6.754799213285524	-0.256843817158873	0.06685891688252973	0.1962223993636879
XII	839369	839769	401	*	7.290983480133769	7.005072001888582	7.4320625236387725	-0.26229210722706614	0.06701421371275387	0.1962223993636879
VIII	531478	531878	401	*	3.6467118279267514	3.0460532853588216	3.9032374754286447	-0.24024321713761793	0.06718484326039315	0.1962223993636879
IV	1201648	1202048	401	*	7.265421571656809	7.030808855512063	7.384132033345175	-0.24402917412354533	0.06771413990426552	0.19714243263267175
IV	866764	867164	401	*	7.870812491978786	7.553178054733537	8.025166490025546	-0.26525225586024553	0.06793846319531731	0.19717156510943826
XII	818632	819032	401	*	7.722916448587857	7.530809236818575	7.822201049283195	-0.22813701263264974	0.06845391002993446	0.19764184512800576
II	159692	160092	401	*	8.272046766641603	8.017018833241664	8.399796317711582	-0.25124328424774406	0.0685301615172107	0.19764184512800576
X	150459	150859	401	*	7.683704887852108	7.475453541307089	7.790466112733023	-0.23073401573910712	0.06895567583361568	0.1982475680216451
XII	130784	131184	401	*	6.792130876521732	6.453113950493332	6.955202742523427	-0.2650115172835224	0.06942694397834746	0.19898064940834786
XV	347350	347750	401	*	7.472931547639188	7.166444737418819	7.62266774128481	-0.2601434293406938	0.07011870649936347	0.19971689827099606
XII	611743	612143	401	*	7.935325313612876	7.562779318017103	8.111707785548841	-0.26522998712521445	0.07028595387799381	0.19971689827099606
VII	319591	319991	401	*	7.035826203665683	6.743317885135941	7.179700027620659	-0.25965410279182444	0.07033508156500295	0.19971689827099606
XI	379483	379883	401	*	7.005211180144508	6.742565751058735	7.136286560380495	-0.25201151986971504	0.07112858827108191	0.20094304617489644
V	135275	135675	401	*	6.420607706352494	6.193257805493278	6.536057621786919	-0.24817837685765093	0.07120373157936548	0.20094304617489644
IV	568668	569068	401	*	6.6015343202686765	6.305334715447085	6.746964059273637	-0.2581400940200106	0.07200862777232718	0.202593081194315
IV	215720	216120	401	*	7.273283744267278	6.995346733301051	7.410959963029022	-0.25448821018561346	0.07374578784183387	0.20684794150758282
XI	118362	118762	401	*	5.6926843978407256	5.3367405375757455	5.862530046379736	-0.2604018342265601	0.07532109120386488	0.21062432798649147
XIV	776649	777049	401	*	6.867595854105508	6.573229163885338	7.012253708133893	-0.25650811462776424	0.07724522500090128	0.2153503242449369
VIII	272301	272701	401	*	6.765229679068233	6.465271217202906	6.9122380134094366	-0.25463489072592826	0.0781443139324237	0.21658076439859486
XI	247743	248143	401	*	8.156090659131559	7.926531051374042	8.272535112476492	-0.23609918527544313	0.07820432653283561	0.21658076439859486
XIII	463369	463769	401	*	5.691657135600576	5.348080500199169	5.856564664283842	-0.2577798628820431	0.07861432129487843	0.21658076439859486
VII	560006	560406	401	*	6.015673574947554	5.711503349707478	6.164443790022135	-0.2570958934048183	0.07862823403166379	0.21658076439859486
XV	682131	682531	401	*	7.687818193700321	7.425889680987875	7.818581639344641	-0.24958960127117777	0.07943395506444871	0.2177940323349427
VII	149017	149417	401	*	8.33983640742339	8.126236855288138	8.449047644575932	-0.2316456048078018	0.07954216833102255	0.2177940323349427
XV	579701	580101	401	*	7.27360456147473	7.017048970739275	7.402023118189682	-0.24464301900547394	0.08022855096759457	0.219021563472365
XV	949255	949655	401	*	6.489491507279385	6.191251971855606	6.635778674160377	-0.2520959830430651	0.0823656315384185	0.22419047637676043
XII	737694	738094	401	*	7.826491821564249	7.620291736435743	7.932309842800564	-0.22855405182524766	0.0830969568178222	0.22551386511031393
X	75483	75883	401	*	8.51196859115602	8.31652716945826	8.612807372564506	-0.22065151717452058	0.08347384704269847	0.2258704096449488
III	176426	176826	401	*	4.90160457602763	4.570398000369127	5.061513138806161	-0.25246917361665294	0.0846079950069069	0.22818512048697331
X	60069	60469	401	*	6.403428780043167	6.137214960359216	6.536053484681499	-0.24957796533437498	0.08482533826798355	0.22818512048697331
II	592786	593186	401	*	7.754871293280565	7.500323391901899	7.882410413901459	-0.24226850036332703	0.08551921130461543	0.22887803592337422
IV	926845	927245	401	*	8.054626565202922	7.857948155850621	8.156040608136193	-0.21748076455498955	0.08605474439838709	0.22887803592337422
XIII	924035	924435	401	*	10.024284645710388	9.51801405391724	10.249707627060456	-0.23607036569397918	0.08616156909450218	0.22887803592337422
VIII	-151	249	401	*	7.342837315698001	7.012046804351915	7.5025766902570465	-0.25120868388961315	0.08635101383630939	0.22887803592337422
XIV	59740	60140	401	*	6.892641388255107	6.657466706818596	7.011603147441089	-0.23713543814085233	0.08648771245241052	0.22887803592337422
II	644961	645361	401	*	6.767665199354155	6.546622638943904	6.880264136322405	-0.23412073381448828	0.08660162939445004	0.22887803592337422
X	703081	703481	401	*	8.81779855798502	8.61307971964628	8.922934259021577	-0.22327237753044546	0.08682438536658435	0.22887803592337422
XIII	169816	170216	401	*	7.6689210947198365	7.383962207330807	7.809595062926604	-0.24663630563310418	0.08718396645187858	0.229169283244938
XVI	56014	56414	401	*	6.849528134707997	6.589391147514951	6.979511103478298	-0.24286213779016805	0.08784229675687329	0.23024191742542288
XII	253280	253680	401	*	8.656578636450847	8.457656171088065	8.7590344361852	-0.21684153150306917	0.08892309163882582	0.23182869298401987
XIV	187761	188161	401	*	6.587666972037685	6.320907916908528	6.720527923539038	-0.24115442684128782	0.08895166154712937	0.23182869298401987
VII	328392	328792	401	*	6.324025783997567	6.088100439761335	6.443323000818578	-0.23455909781044754	0.08928728713994152	0.23204605697385933
XIII	302759	303159	401	*	7.652135284429291	7.443849156917752	7.758912485298181	-0.22338797090589954	0.08976304304747357	0.23262535099626955
IV	1080391	1080791	401	*	8.2459239209562	8.087431484816367	8.32924072401378	-0.19409537397013316	0.09193224339921975	0.237577707660905
XV	377760	378160	401	*	7.786800185850444	7.5048415094463135	7.926195863637223	-0.24107866136422249	0.09447701742717116	0.24333946771269277
XII	500345	500745	401	*	7.301345797262025	7.00918031716109	7.445074823828131	-0.24301529535207442	0.0946907928708087	0.24333946771269277
XI	68552	68952	401	*	9.74817979641901	9.999396398695875	9.58217633197613	0.2407479062178451	0.09641127934962286	0.24661174806801606
XII	187261	187661	401	*	7.9798901140788985	7.760410387538786	8.091779831556059	-0.22584043309882137	0.09668773195228454	0.24661174806801606
XI	578771	579171	401	*	6.316421974030472	6.089360886613557	6.431741737901878	-0.22412641748019407	0.09676830549190629	0.24661174806801606
III	137049	137449	401	*	7.346987165117359	7.1568435683117455	7.445353994821933	-0.21825884350593533	0.09751372315118738	0.24771848439524374
VII	661679	662079	401	*	8.719765864546831	8.533448527236331	8.816339067570176	-0.20933326623045706	0.09774109764725379	0.24771848439524374
XI	462804	463204	401	*	6.523773432262635	6.257959511052599	6.656224782200001	-0.2358592849503639	0.09829679045596555	0.24844243741617666
IV	221861	222261	401	*	7.405615106738245	7.176393212408048	7.521907706037564	-0.22857585264613092	0.09861151972136804	0.2485550634072838
IX	131765	132165	401	*	7.120892556540005	6.8815500056509675	7.241713674939613	-0.2308776951929135	0.1010730632908545	0.25406343778029
XI	140845	141245	401	*	6.414933859340867	6.182973480405217	6.532456344423694	-0.22879030248087137	0.10357970178406546	0.25965483825978264
V	6083	6483	401	*	7.845623432957203	7.658339167513988	7.94265056061871	-0.20984088839784354	0.10449400401822001	0.26123501004555005
IV	147744	148144	401	*	8.498305557412344	8.297369871275	8.601693937146331	-0.21485358689185916	0.10670020637471295	0.2657421154544684
VIII	388703	389103	401	*	6.944835372891586	6.739909148752606	7.050066665555503	-0.21620759341131007	0.10693070888732265	0.2657421154544684
VII	884112	884512	401	*	7.278410818772285	7.054432033318545	7.392339209395332	-0.22713359359696655	0.10716339655826931	0.2657421154544684
V	570040	570440	401	*	9.902067819205309	9.547361791872296	10.071421874522335	-0.234635592389745	0.1075228411142177	0.26591670383086097
X	223905	224305	401	*	6.650213337437413	6.432777313811082	6.761173927964267	-0.2223717914882406	0.10820524251929697	0.26688692524866814
XV	505185	505585	401	*	8.801210121255396	8.612705675954324	8.898809425103712	-0.20768839653247304	0.10856124305060248	0.26704904707634836
VII	423026	423426	401	*	7.547574674847226	7.319294490784605	7.663443558449118	-0.22301190534741777	0.10907901912616517	0.2676071935895252
V	270197	270597	401	*	8.14109792257666	7.956210095027937	8.236999222187805	-0.20458592176379575	0.10981680421038424	0.2682036061984931
X	195401	195801	401	*	10.05537692617788	10.216410195996266	9.95458558984881	0.20084474896652355	0.10990517340959988	0.2682036061984931
XVI	560102	560502	401	*	6.616615886902175	6.381873390335445	6.7353843958857205	-0.2213179059056638	0.1113854133967164	0.2710967733465055
VII	987246	987646	401	*	10.291766032641016	10.457775343149539	10.187555479342583	0.20268344825488468	0.11221245120329297	0.27148842711538573
XII	636188	636588	401	*	7.343505050034161	7.1449323051669085	7.445798655243477	-0.20978659815975792	0.11241885018627903	0.27148842711538573
VII	371114	371514	401	*	7.197933426849177	6.670713838548745	7.430495437521597	-0.2089541122385959	0.11243162035974127	0.27148842711538573
XVI	404196	404596	401	*	7.241924221260105	7.053208818493535	7.339622376869175	-0.21091684560843962	0.11302188829546489	0.27155878289629404
X	404844	405244	401	*	8.036989803902573	7.808756077681267	8.152837773753818	-0.2231541041757503	0.11305110201008763	0.27155878289629404
II	426751	427151	401	*	7.924797992558264	7.696380546086365	8.040728661354484	-0.22105118290836032	0.11361502366872049	0.2722026608729762
II	193555	193955	401	*	9.159341582949338	9.005614283384835	9.240349990110925	-0.1840692580701243	0.11393725707673179	0.27226565327426816
XIII	67964	68364	401	*	6.043234118547067	5.832425335306113	6.151168557157905	-0.21860729595416326	0.11473499816728298	0.2734616536629543
XIII	797905	798305	401	*	8.202102837681345	8.03594688471738	8.289108481638722	-0.1946514367405002	0.11612520933781154	0.2760599291751592
XV	170215	170615	401	*	8.772359687066665	8.980275100803981	8.63854485070943	0.22027332352767057	0.11889053418746456	0.2819053903414108
VIII	422468	422868	401	*	8.383170950426592	8.164634580556715	8.494632028348404	-0.21390849777762438	0.12204562226524103	0.2886426027866883
XII	677700	678100	401	*	8.645568268164704	8.388946381038702	8.774015834946173	-0.22185730771218692	0.12264943573025264	0.2893268740303396
XII	875099	875499	401	*	8.91561384079823	8.751330060256048	9.001720989866904	-0.18845947717486639	0.12322001491780682	0.2899294468654278
V	431117	431517	401	*	6.995485539698636	6.781612327119217	7.104821784976758	-0.21572539960533024	0.12529580489768435	0.2940615829231368
XII	605169	605569	401	*	7.327164853296899	7.105168238247873	7.440196194982881	-0.21230061527106972	0.12715638072266652	0.2959149797552457
XV	1084087	1084487	401	*	2.8845936642254113	2.203619254802439	3.165554151026784	-0.16526249196214973	0.12730473640379353	0.2959149797552457
VII	756558	756958	401	*	6.298143415581266	6.013104800608967	6.438851301393896	-0.22304897839137466	0.12744057672346193	0.2959149797552457
XI	278332	278732	401	*	9.150667578886353	8.928363659213794	9.26383811132325	-0.21253974033791048	0.12778618365130348	0.2959149797552457
XIII	653274	653674	401	*	10.284901560783222	10.43541543979107	10.19127344987813	0.18846238932403145	0.1277934913699521	0.2959149797552457
XII	747434	747834	401	*	7.474671223064772	7.255434448796359	7.586450587590913	-0.21604551815627582	0.12819516502634754	0.2959149797552457
V	362284	362684	401	*	8.372810993661089	8.204131288778271	8.461025112604858	-0.1920922225503968	0.12885334256971742	0.2959149797552457
II	116818	117218	401	*	8.323004740319691	8.0812252113272791	8.44490944539009	-0.21707383500073013	0.1289796552191513	0.2959149797552457
XIV	330881	331281	401	*	8.414894778370225	8.21402339079353	8.518253402642962	-0.20620408805796875	0.1289803335672321	0.2959149797552457
XIII	223877	224277	401	*	8.10462865243977	7.873564727976007	8.221748901610573	-0.2146285345035969	0.13114464220884703	0.29991330441750375
IV	307838	308238	401	*	8.723479630910905	8.549949846950343	8.814007411950563	-0.19215783061608402	0.13137506704375437	0.29991330441750375
XVI	566796	567196	401	*	7.0298976131676145	6.822578995970703	7.13623019649236	-0.2096344222459235	0.13206776643403803	0.3007483790082054
IV	992734	993134	401	*	7.898623681101728	7.732036842835273	7.98583587185182	-0.1909018930197815	0.13245411382384795	0.30088341905664223
XIV	633163	633563	401	*	6.705657348840654	7.003371232138635	6.50313754266976	0.21832170778182375	0.13282003184100813	0.3009715007234667
V	435539	435939	401	*	7.6509587345088255	7.463702841251976	7.74797254920589	-0.198358434371458	0.13386103363278784	0.3025851374500364
XV	109507	109907	401	*	11.08643243320966	11.280766932715496	10.962373114225931	0.20834819119621045	0.13425674365724014	0.30273579452122773
IV	1429082	1429482	401	*	9.803134492055179	9.635999174796659	9.890609466686847	-0.1880365688682731	0.13464996855638828	0.30288012487011545
IV	1011635	1012035	401	*	9.751740528686016	9.905267313706954	9.656069727213744	0.18959023042489373	0.13543222792502793	0.30389670656347734
VIII	382774	383174	401	*	8.216150526999717	8.040555415624963	8.307660062787846	-0.19070603010886117	0.1370059243658055	0.30667992802078115
VII	229746	230146	401	*	8.518055874083357	8.326223095844737	8.617212317863652	-0.19927936663131182	0.13735767119232645	0.3067210133420882
X	268422	268822	401	*	7.650385242325181	7.446958478375994	7.754924927035243	-0.20345105198651153	0.13926157116062535	0.30992320898111575
IV	488653	489053	401	*	6.593228786150727	6.3743218681007585	6.704858281249837	-0.20710307054402538	0.13946544404150207	0.30992320898111575
IV	1161767	1162167	401	*	10.231129294379285	10.421809397336029	10.109668235662228	0.20507213201553198	0.14007268231600098	0.3105225728451106
II	615021	615421	401	*	6.500804294356337	6.277873324043482	6.614258709924973	-0.21145625006366417	0.14221029387788936	0.31450353453763996
VII	878423	878823	401	*	7.951469202439676	7.756739318881547	8.051976755222597	-0.19632185979701314	0.14383798517494856	0.31734039894712873
X	633073	633473	401	*	7.346635259500125	7.143321458224539	7.451122798975475	-0.19857790907220726	0.14572928188149376	0.3200666948388211
IX	258288	258688	401	*	6.841339217912383	6.654449655777873	6.938181106009073	-0.19769377089705586	0.14576950558420224	0.3200666948388211
VII	753864	754264	401	*	7.051812358210118	6.848342461971134	7.15637195184646	-0.2027381654762599	0.1472222249138013	0.3215422639757079
X	236520	236920	401	*	7.5241089429534425	7.257447098590189	7.656927783055028	-0.21134204762652342	0.14743115525833778	0.3215422639757079
VII	974424	974824	401	*	7.519198118698668	7.352428133409733	7.606498074157753	-0.1876962547812032	0.1477733493956645	0.3215422639757079
VII	1022293	1022693	401	*	6.042486364248161	5.849164142085991	6.142337929701142	-0.20360370224855565	0.147839540936657	0.3215422639757079
XV	988541	988941	401	*	9.757240935477423	9.957048605378164	9.629269067137123	0.2046256653995563	0.14932832887187764	0.32401429849558355
