seqnames	start	end	width	strand	Conc	Conc_WHI	Conc_WT	Fold	p.value	FDR
X	-163	237	401	*	2.2537296257581243	2.7802875930001525	1.4159697673287457	0.008182976836429618	0.23092345555409993	0.8871428713181057
XVI	794552	794952	401	*	7.383965408362884	7.133723425423825	7.597150435004963	-0.023095659155239933	0.23146123274298555	0.8871428713181057
XII	839369	839769	401	*	7.313133695391574	7.069806725927827	7.521282711804063	-0.023629966758934296	0.23148722608139988	0.8871428713181057
II	812943	813343	401	*	5.022627468766488	5.312639452211039	4.65926288457957	0.01589071421163476	0.23403884937090616	0.8871428713181057
XIV	495054	495454	401	*	8.7959536735204	8.599943634054753	8.96849045190573	-0.027846572769832146	0.23452504099890462	0.8871428713181057
XIII	482532	482932	401	*	9.834054780447316	9.637402044603222	10.007089170521898	-0.027788002381239865	0.23471227547626355	0.8871428713181057
VI	90571	90971	401	*	8.303428542302262	8.102865291897622	8.479482216674738	-0.02720382158986608	0.23613085351468374	0.8871428713181057
VIII	18045	18445	401	*	8.281064066310929	8.075883495095708	8.460664146020312	-0.026705486897802066	0.23626611148260862	0.8871428713181057
XVI	831852	832252	401	*	8.235318214237548	7.922849304287488	8.492011864473215	-0.018847957579763534	0.23631980224991245	0.8871428713181057
XIII	420351	420751	401	*	7.829612675077058	7.638592606793496	7.998272513466107	-0.028567479649736115	0.2364620589675863	0.8871428713181057
VII	661679	662079	401	*	8.445863235856176	8.279672866853833	8.594871646982982	-0.030886957139230637	0.23914616737729585	0.8871428713181057
VI	157752	158152	401	*	5.822162300302952	5.572247431698007	6.035110037130806	-0.022886649189277963	0.23983682559568864	0.8871428713181057
XIII	477741	478141	401	*	7.534523808039539	7.274606568069621	7.754685551562104	-0.021594382677602306	0.24164995124549873	0.8871428713181057
VII	779578	779978	401	*	7.9397301573342425	7.678606735696298	8.16075603853433	-0.021510340184004023	0.24172781344752906	0.8871428713181057
IX	41452	41852	401	*	6.574632135131052	6.312973613867603	6.796040977785461	-0.02147432109113474	0.24188147315168504	0.8871428713181057
IV	955085	955485	401	*	10.007400893371436	9.821900195987471	10.17174459066237	-0.02817333923567031	0.24279298619649606	0.8871428713181057
X	391848	392248	401	*	9.366715951642274	9.20686134360716	9.51061181049914	-0.031434393203338795	0.24291473143555323	0.8871428713181057
I	45268	45668	401	*	8.891275919572177	8.714797680519668	9.048500254774938	-0.029456276034111602	0.24292022712361483	0.8871428713181057
II	662479	662879	401	*	7.808105730236828	7.59710352557113	7.992148740161904	-0.02572092865874049	0.24326847008267075	0.8871428713181057
IV	368837	369237	401	*	9.259452955660608	9.058560550633654	9.43576010744988	-0.026494751344124233	0.24336347126774557	0.8871428713181057
XVI	98628	99028	401	*	7.644884540308366	8.111456439894722	6.950978504029429	0.009104977934380646	0.24517967293674653	0.8871428713181057
X	415702	416102	401	*	6.425581686722797	6.207875562674264	6.614702024833632	-0.024972779470829883	0.2455455646821887	0.8871428713181057
XV	253752	254152	401	*	8.689057257462606	8.4738575379542	8.876284177740635	-0.02464500316596579	0.24596945431472994	0.8871428713181057
XVI	56014	56414	401	*	6.68264999831495	6.449622157354663	6.883220502795354	-0.023110469606488947	0.24858049817446007	0.8871428713181057
IV	568668	569068	401	*	6.4583810066043865	6.208953275418261	6.670975200224082	-0.02240220180274667	0.2487476825397753	0.8871428713181057
XI	385067	385467	401	*	7.728514622797157	7.513463429973611	7.9156291599075574	-0.024805809466997515	0.24880238163389545	0.8871428713181057
IX	122127	122527	401	*	6.98311194779618	6.8039898832307175	7.142430709620229	-0.02801928249257605	0.2488064262321076	0.8871428713181057
XIII	16667	17067	401	*	7.043314288974588	6.756786499395679	7.282256514278497	-0.01935164383754389	0.24898869455682748	0.8871428713181057
XVI	700032	700432	401	*	8.014313533719724	7.8441900626020375	8.166475383249102	-0.029420424953601892	0.25014230268443616	0.8871428713181057
IV	755189	755589	401	*	7.215805012629887	6.992203361543404	7.409356348210032	-0.023428404782155708	0.25048496776909174	0.8871428713181057
XII	636188	636588	401	*	7.036023310410392	6.851440042395082	7.199646720852066	-0.027531089266133922	0.25194977744511654	0.8871428713181057
XV	770156	770556	401	*	9.41270519910668	9.259178170292866	9.55145438284272	-0.03115185133706917	0.25359210663106874	0.8871428713181057
VI	182964	183364	401	*	9.493052778357532	9.317056564083062	9.649894513513688	-0.028091548654809603	0.25496578417646626	0.8871428713181057
VI	224892	225292	401	*	10.138877395490463	9.958443321403104	10.299232975529279	-0.027492717391535398	0.2552967260249628	0.8871428713181057
IV	1256872	1257272	401	*	6.647174456466912	6.399916649444713	6.858191307106685	-0.021783745688700666	0.2556285793901467	0.8871428713181057
IX	139166	139566	401	*	8.808219552078569	8.6416377165774	8.957542523604406	-0.029178064601570044	0.25594483532258155	0.8871428713181057
XII	1012146	1012546	401	*	9.082071349606132	8.935418394752315	9.215182681478204	-0.031847440171102775	0.25607369286543347	0.8871428713181057
XVI	921071	921471	401	*	9.623908465146142	9.462264648023398	9.769252215011454	-0.029576866193953753	0.257884662386116	0.8871428713181057
XII	605169	605569	401	*	7.072530221706903	6.857246397450394	7.25982077108614	-0.024210279864974583	0.25849838468686237	0.8871428713181057
IX	150196	150596	401	*	7.2053253049751715	6.9942884472798	7.389394666778121	-0.024354258780793035	0.2588805968983068	0.8871428713181057
IV	690533	690933	401	*	6.989071666994723	6.655597463701109	7.259752459638982	-0.016294419761559438	0.259040325457594	0.8871428713181057
XVI	114556	114956	401	*	10.413035536833064	10.23674067945599	10.57011434256239	-0.027428802461582715	0.2601741691921204	0.8871428713181057
X	651428	651828	401	*	8.771237710563803	8.62222315031135	8.906291457721064	-0.030790269317364196	0.2604687309179858	0.8871428713181057
XIII	605712	606112	401	*	6.9495353807627165	7.120172030795535	6.755974809944071	0.025474188628169355	0.26061230966926974	0.8871428713181057
XI	315489	315889	401	*	6.5059043089086135	5.875626553559838	6.943076617047729	-0.009214400405584125	0.2628893189923485	0.8871428713181057
XIII	540362	540762	401	*	10.091445579562668	9.916783661960507	10.24722703947533	-0.02733200307733603	0.26323144318892255	0.8871428713181057
IX	316296	316696	401	*	8.244253738202916	8.0364365196157	8.425869960499748	-0.02366132988926295	0.26348134206354223	0.8871428713181057
VII	205779	206179	401	*	5.348152856612401	4.915352861206355	5.680634415782183	-0.012861562999928888	0.2636720211995087	0.8871428713181057
X	173154	173554	401	*	7.8490809011221625	7.686460118703391	7.995213875990916	-0.028920905782901248	0.2647617805982084	0.8871428713181057
XV	511332	511732	401	*	8.617659162714755	8.46494740472925	8.755742244099547	-0.030040997169082286	0.2657660446003622	0.8871428713181057
IX	-164	236	401	*	3.520202435065452	3.8782757201598734	3.042834684616015	0.011858429102601691	0.26638550530898386	0.8871428713181057
XVI	482005	482405	401	*	7.7364411417474255	7.538139643309596	7.910750299919457	-0.02424118405270022	0.26644875475462376	0.8871428713181057
V	522674	523074	401	*	7.417169746041766	7.212848116675817	7.596111620108132	-0.023690045535452606	0.2669830504027109	0.8871428713181057
II	203059	203459	401	*	7.545076357391089	7.378177070110812	7.694654302263622	-0.028281713484825218	0.26723351638261883	0.8871428713181057
X	157302	157702	401	*	7.810593925984256	7.626733691426916	7.973649096038975	-0.02553196997171292	0.2699832353938863	0.8871428713181057
XV	520550	520950	401	*	9.004969219488558	8.81462607482875	9.173101285621783	-0.02478879497188261	0.2710450173793579	0.8871428713181057
XVI	40291	40691	401	*	9.738472256676868	9.590806992470261	9.872416920461482	-0.03012438246254509	0.27106073364867833	0.8871428713181057
XVI	840513	840913	401	*	8.299977611333452	8.144012705286553	8.440714545327905	-0.029109634585327778	0.2713191356268969	0.8871428713181057
XIII	309724	310124	401	*	8.128251976191116	7.850979880102204	8.360728831773198	-0.01801703585796511	0.27136708177857377	0.8871428713181057
V	335406	335806	401	*	10.174330267744022	9.986156792713698	10.340767748466785	-0.024911464169684507	0.27155799423058546	0.8871428713181057
IV	491087	491487	401	*	8.040820006548973	7.868920346969655	8.194400882813763	-0.02664446804889573	0.27275101688922604	0.8871428713181057
VII	371114	371514	401	*	7.2184608393927405	7.576012929968125	6.7420226422215075	0.01126025672976034	0.27280975145883946	0.8871428713181057
X	402411	402811	401	*	7.032557648460557	6.817817357936125	7.219436874587267	-0.022272369133992293	0.2748543622582857	0.8871428713181057
V	551136	551536	401	*	6.628148260428991	6.44042898548632	6.79423042043873	-0.025230598483732894	0.2750727430196668	0.8871428713181057
VII	508428	508828	401	*	6.7830499554256845	6.545066353974142	6.987278830876192	-0.020348015298508583	0.2765346300149582	0.8871428713181057
XV	577980	578380	401	*	8.271265795195648	8.099671900778416	8.424602614412269	-0.026400307849972996	0.2769085435542886	0.8871428713181057
XIV	602128	602528	401	*	7.543785263546841	7.381413486726593	7.6897171751593385	-0.027755102682905028	0.2787713532830597	0.8871428713181057
XVI	856818	857218	401	*	8.00298480162706	7.8230403219033615	8.162953676121843	-0.02540810351349839	0.27925652290886016	0.8871428713181057
VII	653999	654399	401	*	8.312585818210493	8.088795987812759	8.50627806540158	-0.02070083970048431	0.2815440716576466	0.8871428713181057
IV	1459648	1460048	401	*	9.558993947922868	9.312425256028	9.769509014786484	-0.019094528118319225	0.2819750669469363	0.8871428713181057
IV	1166367	1166767	401	*	7.5559411237174965	7.3526712512303245	7.73407609482042	-0.02274679676392043	0.2819928740927853	0.8871428713181057
XII	822811	823211	401	*	7.425922315325024	7.132614378062318	7.669556242852718	-0.016545910512336427	0.2822090553050701	0.8871428713181057
XIII	287344	287744	401	*	8.528391674548748	8.300001053427113	8.725519093046987	-0.020416237393666336	0.28325062336604345	0.8871428713181057
XVI	678849	679249	401	*	9.645549253343374	9.479765932222953	9.79423042043873	-0.02637378755701482	0.2833500934039354	0.8871428713181057
XV	388880	389280	401	*	7.877411467808825	7.717956224393185	8.020983702900368	-0.026995716456212834	0.2835553856733495	0.8871428713181057
XII	370582	370982	401	*	9.775563641923469	9.597407831084633	9.93411773934383	-0.024778890454950596	0.2849924632591423	0.8871428713181057
VIII	-151	249	401	*	7.3819069058126106	7.118096714594208	7.604853204270161	-0.017692581989981106	0.28572581919822065	0.8871428713181057
IX	197496	197896	401	*	7.455757436979205	7.2995913126893095	7.596658164321328	-0.027398233958583457	0.28665677162146064	0.8871428713181057
VII	1084047	1084447	401	*	9.73272762787731	9.503598332842717	9.9304047962554	-0.01998975871338092	0.28711681332243005	0.8871428713181057
XV	216309	216709	401	*	9.794690913247079	9.656929697847053	9.920436503217655	-0.02978970427474938	0.287655316205409	0.8871428713181057
XIII	872704	873104	401	*	8.123112829503961	7.93658071490222	8.28826533163752	-0.02339072182910686	0.2889139510726991	0.8871428713181057
XII	108247	108647	401	*	8.610548977838722	8.394975446526576	8.798058654031554	-0.020705828426223052	0.2903205223462127	0.8871428713181057
X	119741	120141	401	*	8.377439288697131	8.259091463440392	8.486810475656371	-0.03268745722806522	0.29039038965010805	0.8871428713181057
VII	987246	987646	401	*	10.04155991928073	9.889641397508424	10.178994244338	-0.02732052390467846	0.2918630837499168	0.8871428713181057
V	491035	491435	401	*	9.226430367865524	9.045825758543264	9.38692058981998	-0.023834740005105205	0.29194628262008787	0.8871428713181057
V	191898	192298	401	*	8.958972190903268	8.781504615725492	9.116981079289927	-0.02434191117612683	0.29215019245292634	0.8871428713181057
V	132647	133047	401	*	7.394628342363299	7.1889049634445055	7.574644017951059	-0.021036140742093822	0.2958839461181064	0.8871428713181057
XII	329315	329715	401	*	7.786865390082771	7.616847338579867	7.9389429192554655	-0.024256798770099623	0.29719795176834707	0.8871428713181057
V	135275	135675	401	*	6.3713292092413125	6.183849049711338	6.537224229139503	-0.023223420935897743	0.2978851001028801	0.8871428713181057
XI	68552	68952	401	*	9.57105196005695	9.344391614122193	9.766889716139021	-0.019290804228556578	0.2980845051580168	0.8871428713181057
X	159896	160296	401	*	8.737021100392761	8.576440217640656	8.88150507808658	-0.025603452061716943	0.2990475414377135	0.8871428713181057
XIII	362835	363235	401	*	6.989269120598391	6.741010566334303	7.2010139350506135	-0.017689628406140613	0.3012734718524811	0.8871428713181057
XVI	695039	695439	401	*	6.9081675087676	6.733860092460607	7.063666974425516	-0.024184121527516766	0.3025537692489608	0.8871428713181057
XI	567539	567939	401	*	6.305412041354901	6.078876267940878	6.501156842942817	-0.01899773084544885	0.30458651648681356	0.8871428713181057
VIII	175006	175406	401	*	8.465965730265735	8.31039349360777	8.60638290868605	-0.02538793442446123	0.3060852779522093	0.8871428713181057
X	623037	623437	401	*	8.086450316348904	7.8600757034988815	8.282074841094023	-0.018798543523354434	0.30641875317648265	0.8871428713181057
XIII	408227	408627	401	*	10.222563474950256	10.052167932582197	10.374942890669548	-0.023313140209852194	0.31001663928985673	0.8871428713181057
VII	122044	122444	401	*	7.297206085596936	7.135209606700303	7.442834838798526	-0.024188968284283772	0.3101996668019078	0.8871428713181057
XIII	282919	283319	401	*	8.945704919754988	9.137105789849382	8.724969774817508	0.018912821615878424	0.31025248321656534	0.8871428713181057
IV	680097	680497	401	*	7.5919572514424125	7.338293436548284	7.807618932922011	-0.016588854178843884	0.31154175386649857	0.8871428713181057
V	270197	270597	401	*	7.921411441826282	7.775185088712247	8.054171276153118	-0.025956321738147003	0.3125128223116694	0.8871428713181057
XIII	504806	505206	401	*	6.467288701088112	6.2983378777386	6.618511978156513	-0.023668963171433795	0.3127059311994929	0.8871428713181057
XII	573414	573814	401	*	7.2625229856189035	7.643158274566635	6.743997549343474	0.008769477053784207	0.3152246967478586	0.8871428713181057
VIII	255807	256207	401	*	6.267079394204185	5.989636446959971	6.499676234085726	-0.015274236423749433	0.31595854601520607	0.8871428713181057
XVI	689529	689929	401	*	6.749652526508311	6.54815260606439	6.926427248802459	-0.0200929213604341	0.3166691494118818	0.8871428713181057
IV	217185	217585	401	*	6.566495448263718	6.381413486726593	6.730510491512099	-0.020835271221806843	0.32027438553880605	0.8871428713181057
II	680037	680437	401	*	7.967458902130785	7.584224459849499	8.269963113991299	-0.011176203036624314	0.320851075190543	0.8871428713181057
IV	461297	461697	401	*	7.233781259593058	7.071247670331978	7.3798438361923235	-0.02328447443997833	0.32229311968884866	0.8871428713181057
XIV	288961	289361	401	*	6.801221535407865	6.618335225530206	6.963510482170186	-0.021808082509061702	0.3224731762740174	0.8871428713181057
IV	1301190	1301590	401	*	7.447993599605139	7.244758555992017	7.6261018323704155	-0.01940935841773789	0.32272078997899534	0.8871428713181057
XII	704425	704825	401	*	8.693766895075123	8.563966384215185	8.812847031994483	-0.02753816062028593	0.3247083351173039	0.8871428713181057
IV	239776	240176	401	*	8.141424166671007	8.00443575845039	8.266525645272845	-0.025775703045012706	0.32494325614246283	0.8871428713181057
VII	726523	726923	401	*	8.377032025169383	8.225509511083725	8.51414222851753	-0.0239846656791289	0.3260458654566972	0.8871428713181057
VII	438442	438842	401	*	8.280424922022178	8.115060597552596	8.42876906490624	-0.02243693822280203	0.32666179760055536	0.8871428713181057
XIV	253992	254392	401	*	7.425767105337155	7.265482773949171	7.570011007983686	-0.02299630516335622	0.3270512310244542	0.8871428713181057
II	197393	197793	401	*	7.14610092027602	6.986317261696222	7.289939297328189	-0.022854828932646305	0.33403797004329744	0.8871428713181057
XII	789851	790251	401	*	7.031523773799737	6.872909356921867	7.1744141174433524	-0.023031264992272385	0.3340967691456493	0.8871428713181057
III	127579	127979	401	*	7.309538862022516	7.099423031880912	7.492907449942362	-0.017901056998033644	0.3352394832042179	0.8871428713181057
X	204730	205130	401	*	6.581773745553483	6.353088831446319	6.779120247186636	-0.01678657212438503	0.33699609310087664	0.8871428713181057
VII	788227	788627	401	*	8.658737005222124	8.515570885410927	8.788969798359563	-0.02379071447671983	0.33876129317016673	0.8871428713181057
X	646740	647140	401	*	8.250753786714707	8.072517324729063	8.409371744149723	-0.020004776907078387	0.3394935961189812	0.8871428713181057
X	223905	224305	401	*	6.84475979985004	6.668566708606534	7.001757830893566	-0.021220560079852315	0.33969258219491655	0.8871428713181057
VII	766132	766532	401	*	8.91412660380851	8.688651522057032	9.10907936213357	-0.016318879853548088	0.3420768326292458	0.8871428713181057
IX	169656	170056	401	*	6.657218857616871	6.452788752424452	6.836243894714805	-0.01764984060115546	0.3432806721407013	0.8871428713181057
V	18808	19208	401	*	7.410118323532099	7.257690280534741	7.547969440201824	-0.022476711137358028	0.34435276428321177	0.8871428713181057
XIII	625887	626287	401	*	7.214154768915141	7.367850047463618	7.042111741114773	0.02040871361065383	0.3443823130485782	0.8871428713181057
IV	889085	889485	401	*	7.209912146822918	7.423658135427086	6.958896344247163	0.014475647886097308	0.34588735173384794	0.8871428713181057
II	332440	332840	401	*	6.472383749276682	6.281210709387407	6.641162792925383	-0.01830760041510502	0.3471098881468027	0.8871428713181057
XII	628242	628642	401	*	6.55692198475646	6.360776805970727	6.729563428264872	-0.018184235259828114	0.3472546419725566	0.8871428713181057
VII	277065	277465	401	*	7.130874833472353	6.965753366843474	7.27902355031309	-0.02137281466899226	0.34742310889733397	0.8871428713181057
XV	92863	93263	401	*	6.736854764353166	6.535604674722974	6.913437248077526	-0.01759998074181466	0.3474465904488653	0.8871428713181057
XII	424003	424403	401	*	10.103682476393185	9.95581217873223	10.237795793712555	-0.022615508678490593	0.3476106903474163	0.8871428713181057
XIII	262786	263186	401	*	7.562107139155653	7.132803674033964	7.892527588333715	-0.00905581987972364	0.3481141619276116	0.8871428713181057
VIII	126041	126441	401	*	8.582654317399625	8.44483701017389	8.708446633590023	-0.02377577356541926	0.34822078283193264	0.8871428713181057
X	617783	618183	401	*	6.518004316096371	6.357725382947441	6.6622438477364225	-0.02195520892634969	0.34828511771324966	0.8871428713181057
XV	882065	882465	401	*	10.101655440800041	9.975831202398663	10.217380836213673	-0.0255842724652951	0.3483170910598431	0.8871428713181057
VII	149017	149417	401	*	8.092384543071928	7.947862607883306	8.22373813207339	-0.022737708904405653	0.34929443833465196	0.8871428713181057
XII	253280	253680	401	*	8.463502826352553	8.330414376291532	8.58534413097106	-0.02425407574440584	0.34971650963572326	0.8871428713181057
VIII	341539	341939	401	*	8.05193549113426	7.687122720436075	8.342867462483987	-0.010333674022329823	0.3504937777281725	0.8871428713181057
XII	921534	921934	401	*	8.495836406825056	8.357725382947441	8.6218733436777	-0.023674635627079263	0.3508031366620354	0.8871428713181057
XII	426928	427328	401	*	6.405739248764434	6.177883890407797	6.602467996936363	-0.015877267658869623	0.3508418331604875	0.8871428713181057
VII	428023	428423	401	*	8.389784771302446	8.229398060754535	8.534111565743666	-0.021028117199317437	0.35094620668706505	0.8871428713181057
VIII	280151	280551	401	*	7.595038461423404	7.394828603793643	7.770819878927372	-0.01721898474000329	0.35149830025552486	0.8871428713181057
IV	1095196	1095596	401	*	7.4310055273054685	7.2450090578540305	7.59573812217804	-0.018123974969313332	0.3547792132193003	0.8871428713181057
XIV	604737	605137	401	*	8.225370629336021	8.11273132626556	8.329848884149651	-0.0268512644868394	0.3548686443797265	0.8871428713181057
XIII	119234	119634	401	*	7.018356159732894	6.73510744469868	7.255015909148407	-0.01260430202742949	0.35529281416918523	0.8871428713181057
V	305890	306290	401	*	8.017576636814974	7.852918547302018	8.165352312494488	-0.01990217249439194	0.3558249785003292	0.8871428713181057
XVI	455072	455472	401	*	9.56571405932715	9.404036113261611	9.711085395976834	-0.02008938942471242	0.3586340870958976	0.8871428713181057
IV	1429082	1429482	401	*	9.364015534558426	9.236545319720294	9.481131692115026	-0.024312912920934987	0.35866752302711297	0.8871428713181057
XV	377760	378160	401	*	7.764395491705405	7.572925730493577	7.933405695483102	-0.017483591646824476	0.358828286155881	0.8871428713181057
XIII	861095	861495	401	*	7.624788745197041	7.4871100848114605	7.750465558238139	-0.023529409382247964	0.3588599163713039	0.8871428713181057
IX	21813	22213	401	*	4.628377903162598	4.3899030163111	4.832968260286988	-0.014220693001100682	0.35986725582371765	0.8871428713181057
XVI	214572	214972	401	*	10.07098808276854	9.92926478892314	10.20002603608018	-0.022307871695273013	0.3601493879435404	0.8871428713181057
II	126269	126669	401	*	7.191963694575944	7.018088952721064	7.347118813124077	-0.01875999770515796	0.3604850571970735	0.8871428713181057
VII	185579	185979	401	*	6.2729772824649075	6.05555249940692	6.461885374173827	-0.015751233086284726	0.36129188590886296	0.8871428713181057
IV	721692	722092	401	*	9.09434460293729	8.960574352774286	9.216757027040265	-0.02283162075416791	0.3665691239314568	0.8871428713181057
IV	221861	222261	401	*	7.17146271541176	7.0102772571981475	7.3164358545511305	-0.01967403955597489	0.3671601012136312	0.8871428713181057
XII	92364	92764	401	*	6.969647316601359	6.777038167277777	7.139544372943759	-0.016839110950316434	0.3671659542904898	0.8871428713181057
V	431117	431517	401	*	6.911216348309182	6.739164103359339	7.064918981086426	-0.018793545752408915	0.3674935492183198	0.8871428713181057
X	348732	349132	401	*	7.761761996162908	7.589062999978445	7.915980451453877	-0.01820467779004179	0.3687232483491472	0.8871428713181057
XIII	250318	250718	401	*	7.985478745137875	8.266247478874169	7.636533587150093	0.00988676065248527	0.36948085613907766	0.8871428713181057
XVI	328999	329399	401	*	6.7063349883046834	6.573204734821618	6.828211324425886	-0.022627449681111408	0.37002037820989275	0.8871428713181057
IV	1075200	1075600	401	*	6.9070156149796285	6.732254327090997	7.062876098403474	-0.0182346683685021	0.3700988734458686	0.8871428713181057
XI	514395	514795	401	*	8.31680280314106	8.180084867660176	8.441678701403198	-0.022072649240985103	0.3712520147315077	0.8871428713181057
VI	269842	270242	401	*	7.07751378132382	7.382096973013792	6.690928949369435	0.008981288208364212	0.3714044868541909	0.8871428713181057
XV	638801	639201	401	*	8.742606359239781	8.610577663513524	8.863558960188033	-0.022416843102370965	0.3718816037481403	0.8871428713181057
X	355530	355930	401	*	7.612013052766802	7.4642915925954405	7.746003945783514	-0.020823412046475125	0.3719142191210361	0.8871428713181057
XVI	744080	744480	401	*	6.60717122948961	6.397892362560078	6.789902321081433	-0.015561068276751034	0.3724636040152121	0.8871428713181057
XII	871369	871769	401	*	7.038248056556931	7.249581484509664	6.790555191355017	0.01318823842015115	0.3741276170458873	0.8871428713181057
VI	176603	177003	401	*	7.7943074639114025	7.659546050349755	7.917549266127981	-0.02190255536981698	0.374897195499984	0.8871428713181057
XIV	442783	443183	401	*	6.099597380792509	5.929435507682271	6.251789943574196	-0.018964981808932947	0.3749532505673887	0.8871428713181057
II	644961	645361	401	*	6.484751056258249	6.330532412684607	6.624064775521404	-0.019769884045846422	0.375837361596089	0.8871428713181057
XV	901221	901621	401	*	8.159431816351253	8.028549952397045	8.279421337365552	-0.022071302249543172	0.37745031446856087	0.8871428713181057
V	396307	396707	401	*	8.333019497528486	8.208671411716029	8.447495129363745	-0.022550873490527982	0.3806634304931543	0.8871428713181057
XVI	188573	188973	401	*	7.152162459280548	7.010983944169497	7.280748699292971	-0.02079960978724457	0.3809370077934858	0.8871428713181057
III	178213	178613	401	*	7.187247900514293	7.020634288570995	7.336596399042681	-0.017984575640758328	0.38107057285165225	0.8871428713181057
XIII	852117	852517	401	*	7.584211943029742	7.448948748429221	7.7078732229450635	-0.021292323360759285	0.381101215091781	0.8871428713181057
VII	110479	110879	401	*	6.724462057411027	6.555153092921871	6.875972131827136	-0.017856184709932204	0.38152509181947764	0.8871428713181057
IV	1080391	1080791	401	*	8.148646083911789	8.043129505854452	8.246968517307002	-0.02607205965784373	0.38287299650032247	0.8871428713181057
XVI	296926	297326	401	*	9.001880403811985	8.844446116978414	9.143812473342487	-0.01872377188274372	0.3833347396309226	0.8871428713181057
III	236373	236773	401	*	7.3282439385562865	7.4856286621618295	7.151563545654675	0.01718402948203375	0.3835803623731583	0.8871428713181057
VIII	50808	51208	401	*	6.966455752141965	7.097789031433211	6.821958406118089	0.01934485381174951	0.3841765296073659	0.8871428713181057
X	517646	518046	401	*	6.460918126797558	6.296165814047965	6.608769674293526	-0.018214925388610453	0.3848495159092372	0.8871428713181057
XIV	440828	441228	401	*	9.680164064315319	9.55554189998401	9.794871919395955	-0.022330030960819397	0.38595989977747114	0.8871428713181057
IV	543871	544271	401	*	8.071660198955502	7.9018781278890176	8.22354893790355	-0.017356810025085174	0.3865234622862905	0.8871428713181057
VII	650733	651133	401	*	7.988600959812009	7.864415340949187	8.102938896985767	-0.02220533197064485	0.3873144413053413	0.8871428713181057
IV	341213	341613	401	*	6.883269422526335	6.675787569987325	7.0646295640523515	-0.014595655212121531	0.38871345231234866	0.8871428713181057
XV	167980	168380	401	*	7.094347444466542	6.963109249275533	7.214636354169451	-0.02136921328246569	0.3891187966853034	0.8871428713181057
XVI	308255	308655	401	*	6.281009556345857	6.08972942861253	6.449872036311346	-0.015894151324341573	0.3895502550871944	0.8871428713181057
IV	884287	884687	401	*	6.431875545998398	6.269154040472814	6.578089833415452	-0.018315051180957213	0.39025597542287555	0.8871428713181057
II	419413	419813	401	*	9.2219453484672	9.108653031924673	9.326985142942664	-0.02342099859901749	0.39035516437607515	0.8871428713181057
IX	117601	118001	401	*	6.131530457716701	5.903543222878923	6.328357453084008	-0.01333294452461693	0.39053572052590524	0.8871428713181057
IV	1201648	1202048	401	*	6.885736529291497	6.743457332104356	7.015235098611138	-0.020049805109655237	0.3925892819065241	0.8877025472922556
XII	931894	932294	401	*	8.717383720391311	8.59770167232784	8.827893336323084	-0.022315305787565118	0.39334335355532746	0.8877025472922556
VII	319591	319991	401	*	6.802015181021697	6.625004078251179	6.95966220220402	-0.01653643711696373	0.3936767818426525	0.8877025472922556
II	405865	406265	401	*	6.532961556269632	6.378724718916515	6.67229011970239	-0.01847877209688482	0.3953082262011333	0.8882071934611248
II	452070	452470	401	*	7.780435756809246	7.59130881967778	7.947618482792525	-0.015429822052660897	0.3958314666511534	0.8882071934611248
XVI	339418	339818	401	*	8.878368246563998	8.774604737461791	8.975166870840813	-0.0245355046405415	0.39716268425069934	0.889025959879911
IV	635907	636307	401	*	10.771908344166173	10.617251339185477	10.91157962469723	-0.01789935765024241	0.3985230988616001	0.8899059489142526
XI	381957	382357	401	*	9.366039073912825	9.220205598725425	9.498475029603778	-0.01862482678158554	0.39957941113448225	0.8901042572487257
IV	976441	976841	401	*	9.61138402568068	9.463222489941707	9.745736830443573	-0.018104929758962062	0.40424541564591554	0.891115007231277
XII	1028392	1028792	401	*	8.843475133302723	8.692225502543998	8.980361894758836	-0.017478879155854554	0.4069432659732393	0.891115007231277
XV	796851	797251	401	*	7.3496032121549435	7.4824055637247495	7.203325269404125	0.018388557390241297	0.40744082782508767	0.891115007231277
XVI	775387	775787	401	*	6.860290498913835	6.715844908757593	6.991581027771263	-0.01851510958811711	0.40839968012539	0.891115007231277
XII	828172	828572	401	*	8.369490696022746	8.239656902477666	8.488598841360863	-0.019659964617950384	0.40954642322681223	0.891115007231277
XV	292074	292474	401	*	6.276606888089645	6.434648487206083	6.099098037649005	0.015584406056046026	0.4095898617049234	0.891115007231277
XI	219737	220137	401	*	7.0552063693474745	6.913496355461344	7.184233315046388	-0.0182937104312715	0.409940889061366	0.891115007231277
XI	431476	431876	401	*	7.896047684391604	7.741667412242275	8.035493263306876	-0.01709539383834291	0.41028446434834426	0.891115007231277
XIV	503094	503494	401	*	8.589779856027903	8.440331205684123	8.725190011485697	-0.017592751842391566	0.4113560753838408	0.891115007231277
XVI	450764	451164	401	*	8.241711310028123	8.129446581362801	8.345867247187279	-0.021956517265132064	0.41249265112127836	0.891115007231277
X	265232	265632	401	*	6.372317332031437	6.1950313874914915	6.530182257833034	-0.015211139823931493	0.4128041323578948	0.891115007231277
XV	427360	427760	401	*	7.703217709584827	7.569212349672788	7.825826961722266	-0.019603461894986084	0.41287313174222123	0.891115007231277
XII	645690	646090	401	*	9.099881022678272	8.983005699712509	9.207993525336393	-0.020874316455371765	0.4146835449465766	0.891115007231277
II	490467	490867	401	*	9.054667997216267	8.939892935208617	9.160981081521978	-0.021085842172574296	0.415228138829299	0.891115007231277
